ICD_10_CD,disease_name,age_group,year,week,count
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,28,7
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2010,28,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,29,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,29,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,29,7
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,29,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2010,29,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,30,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,30,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,30,2
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,31,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,31,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,31,4
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2010,31,1
B18.2,Hepatitis C (Acute & Chronic),80+ years,2010,31,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2010,32,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,32,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,32,8
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,32,5
B18.2,Hepatitis C (Acute & Chronic),80+ years,2010,32,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,33,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,33,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,33,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,33,3
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2010,33,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2010,34,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,34,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,34,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,34,9
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,34,5
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,35,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,35,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,35,2
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2010,35,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,36,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,36,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,36,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,36,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,37,7
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,37,7
B18.2,Hepatitis C (Acute & Chronic),80+ years,2010,37,2
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,38,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,38,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,38,7
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,38,3
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,39,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,39,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,39,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,39,3
B18.2,Hepatitis C (Acute & Chronic),5-9 years,2010,39,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2010,40,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,40,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,40,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,40,3
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2010,40,3
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,41,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,41,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,41,7
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,41,4
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2010,42,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,42,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,42,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,42,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,42,3
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2010,43,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,43,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,43,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,43,8
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2010,44,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,44,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,44,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,44,8
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,44,4
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,45,6
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,45,18
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,45,7
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,46,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,46,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,46,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,46,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,47,8
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,47,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,47,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,48,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,48,14
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,48,6
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2010,48,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2010,49,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,49,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,49,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,49,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2010,49,2
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2010,50,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,50,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,50,8
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,50,5
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,51,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,51,6
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2010,52,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2010,52,4
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2010,52,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,0,1
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,0,1
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,0,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,1,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,1,7
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,1,3
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,2,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,2,7
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,2,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,2,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,3,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,3,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,3,6
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,3,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,4,6
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,4,18
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,4,5
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,5,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,5,8
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,5,7
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,6,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,6,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,6,15
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,6,3
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,6,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,7,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,7,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,7,16
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,7,6
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,7,1
B18.2,Hepatitis C (Acute & Chronic),80+ years,2011,7,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,8,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,8,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,8,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,8,4
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,9,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,9,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,9,6
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,9,4
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,10,2
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,10,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,10,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,10,6
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,10,6
B18.2,Hepatitis C (Acute & Chronic),80+ years,2011,10,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,11,7
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,11,7
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,11,4
B18.2,Hepatitis C (Acute & Chronic),10-14 years,2011,12,1
B18.2,Hepatitis C (Acute & Chronic),1-4 years,2011,12,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,12,3
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,12,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,12,14
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,12,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,13,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,13,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,13,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,13,3
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,14,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,14,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,14,8
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,14,1
B18.2,Hepatitis C (Acute & Chronic),80+ years,2011,14,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,15,14
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,15,3
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,15,2
B18.2,Hepatitis C (Acute & Chronic),1-4 years,2011,16,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,16,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,16,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,16,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,16,4
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,16,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,17,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,17,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,17,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,17,4
B18.2,Hepatitis C (Acute & Chronic),1-4 years,2011,18,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,18,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,18,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,18,3
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,18,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,19,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,19,14
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,19,6
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,19,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,20,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,20,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,20,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,20,5
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,20,1
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,20,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,21,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,21,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,21,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,21,7
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,21,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,22,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,22,14
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,22,5
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,23,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,23,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,23,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,23,9
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,23,8
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,23,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,24,2
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,24,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,24,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,24,14
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,24,4
B18.2,Hepatitis C (Acute & Chronic),5-9 years,2011,24,1
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,24,4
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,25,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,25,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,25,6
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,25,18
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,25,11
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,25,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,26,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,26,8
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,26,8
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,27,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,27,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,27,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,27,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,28,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,28,7
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,28,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,28,5
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,29,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,29,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,29,6
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,29,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,29,9
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,29,1
B18.2,Hepatitis C (Acute & Chronic),80+ years,2011,29,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,30,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,30,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,30,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,30,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,30,3
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,31,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,31,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,31,9
B18.2,Hepatitis C (Acute & Chronic),10-14 years,2011,32,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,32,3
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,32,6
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,32,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,32,2
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,32,3
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,33,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,33,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,33,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,33,3
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,34,3
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,34,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,34,15
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,34,4
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,34,4
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,35,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,35,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,35,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,35,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,35,2
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,36,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,36,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,36,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,36,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,36,4
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,37,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,37,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,37,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,37,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,37,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,37,1
B18.2,Hepatitis C (Acute & Chronic),80+ years,2011,37,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,38,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,38,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,38,6
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,38,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,38,4
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,38,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,39,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,39,8
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,39,3
B18.2,Hepatitis C (Acute & Chronic),10-14 years,2011,40,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,40,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,40,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,40,14
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,40,10
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,41,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,41,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,41,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,41,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,41,9
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,41,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,42,7
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,42,15
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,42,11
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,42,1
B18.2,Hepatitis C (Acute & Chronic),80+ years,2011,42,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,43,7
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,43,6
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,43,4
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,44,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,44,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,44,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,44,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,44,5
B18.2,Hepatitis C (Acute & Chronic),80+ years,2011,44,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,45,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,45,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,45,7
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,46,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,46,15
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,46,6
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,46,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,47,8
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,47,9
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,47,4
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,47,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,48,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,48,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,48,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,48,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,48,8
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,48,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,49,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,49,5
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,49,12
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,49,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,49,1
B18.2,Hepatitis C (Acute & Chronic),80+ years,2011,49,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2011,50,3
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,50,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,50,16
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,50,7
B18.2,Hepatitis C (Acute & Chronic),5-9 years,2011,50,1
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,50,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2011,51,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,51,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,51,9
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,51,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2011,51,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2011,52,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2011,52,5
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2011,52,5
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2012,1,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,1,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,1,4
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,1,4
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2012,2,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,2,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,2,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,2,5
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2012,2,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,3,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,3,14
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,3,10
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2012,3,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,4,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,4,8
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,4,10
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2012,4,2
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2012,5,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2012,5,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,5,4
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,5,18
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,5,8
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2012,5,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,6,6
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,6,9
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,6,6
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2012,6,1
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2012,7,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,7,3
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,7,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,7,6
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,8,1
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,8,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,8,2
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2012,8,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2012,9,3
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,9,10
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,9,13
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,9,3
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2012,10,2
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,10,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,10,10
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,10,9
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2012,10,1
B18.2,Hepatitis C (Acute & Chronic),20-24 years,2012,11,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,11,2
B18.2,Hepatitis C (Acute & Chronic),35-54 years,2012,11,11
B18.2,Hepatitis C (Acute & Chronic),55-64 years,2012,11,7
B18.2,Hepatitis C (Acute & Chronic),65-79 years,2012,11,2
B18.2,Hepatitis C (Acute & Chronic),15-19 years,2012,12,1
B18.2,Hepatitis C (Acute & Chronic),25-34 years,2012,12,7
