# Weekly All Cause, Pneumonia, and Influenza Mortality for London, United Kingdom from 1842-1950.
# This spreadsheet was created 28 March 2011 by Kelly Hancock.
# From the 13th week of 1902 until the end of 1910 ""pneumonia"" becomes a summation of lobar, broncho, epidemic and not defined.
# From 1910 until 1940 ""pneumonia"" becomes a summation of broncho pneumonia, lobar pneumonia, and pneumonia type not distinguished.
# From 1940 on pneumonia is entered as pneumonia all forms and no longer requires summation.
year.from,month.from,day.from,year.to,month.to,day.to,week.number,numdate,death.all.causes.all.ages,influenza,pneumonia,,,,
1892,2,6,1892,2,13,6,1892.12054794521,2010,183,140,,,,
1892,2,13,1892,2,20,7,1892.1397260274,1693,79,137,,,,
1892,2,20,1892,2,27,8,1892.15890410959,1829,61,116,,,,
1892,2,27,1892,3,5,9,1892.17808219178,1545,34,114,,,,
1892,3,5,1892,3,12,10,1892.19726027397,1808,30,123,,,,
1892,3,12,1892,3,19,11,1892.21643835616,1983,35,165,,,,
1892,3,19,1892,3,26,12,1892.23561643836,1744,20,164,,,,
1892,3,26,1892,4,2,13,1892.25479452055,1753,14,168,,,,
1892,4,2,1892,4,9,14,1892.27397260274,1812,13,169,,,,
1892,4,9,1892,4,16,15,1892.29315068493,1590,7,164,,,,
1892,4,16,1892,4,23,16,1892.31232876712,1715,8,143,,,,
1892,4,23,1892,4,30,17,1892.33150684932,1619,8,135,,,,
1892,4,30,1892,5,7,18,1892.35068493151,1549,11,135,,,,
1892,5,7,1892,5,14,19,1892.3698630137,1597,10,135,,,,
1892,5,14,1892,5,21,20,1892.38904109589,1588,4,131,,,,
1892,5,21,1892,5,28,21,1892.40821917808,1534,3,112,,,,
1892,5,28,1892,6,4,22,1892.42739726027,1419,7,119,,,,
1892,6,4,1892,6,11,23,1892.44657534247,1428,7,104,,,,
1892,6,11,1892,6,18,24,1892.46575342466,1402,5,79,,,,
1892,6,18,1892,6,25,25,1892.48493150685,1415,2,70,,,,
1892,6,25,1892,7,2,26,1892.50410958904,1377,3,77,,,,
1892,7,2,1892,7,9,27,1892.52328767123,1405,8,69,,,,
1892,7,9,1892,7,16,28,1892.54246575342,1546,2,81,,,,
1892,7,16,1892,7,23,29,1892.56164383562,1554,1,81,,,,
1892,7,23,1892,7,30,30,1892.58082191781,1431,2,68,,,,
1892,7,30,1892,8,6,31,1892.6,1409,2,63,,,,
1892,8,6,1892,8,13,32,1892.61917808219,1421,2,69,,,,
1892,8,13,1892,8,20,33,1892.63835616438,1407,2,51,,,,
1892,8,20,1892,8,27,34,1892.65753424658,1406,2,68,,,,
1892,8,27,1892,9,3,35,1892.67671232877,1356,2,41,,,,
1892,9,3,1892,9,10,36,1892.69589041096,1361,3,39,,,,
1892,9,10,1892,9,17,37,1892.71506849315,1381,1,45,,,,
1892,9,17,1892,9,24,38,1892.73424657534,1238,1,58,,,,
1892,9,24,1892,10,1,39,1892.75342465753,1245,2,68,,,,
1892,10,1,1892,10,8,40,1892.77260273973,1344,2,56,,,,
1892,10,8,1892,10,15,41,1892.79178082192,1395,5,91,,,,
1892,10,15,1892,10,22,42,1892.81095890411,1449,5,83,,,,
1892,10,22,1892,10,29,43,1892.8301369863,1514,5,94,,,,
1892,10,29,1892,11,5,44,1892.84931506849,1491,5,117,,,,
1892,11,5,1892,11,12,45,1892.86849315069,1538,6,107,,,,
1892,11,12,1892,11,19,46,1892.88767123288,1508,2,114,,,,
1892,11,19,1892,11,26,47,1892.90684931507,1447,4,117,,,,
1892,11,26,1892,12,3,48,1892.92602739726,1451,6,122,,,,
1892,12,3,1892,12,10,49,1892.94520547945,1452,5,106,,,,
1892,12,10,1892,12,17,50,1892.96438356164,1589,3,103,,,,
1892,12,17,1892,12,24,51,1892.98356164384,1606,9,106,,,,
1892,12,24,1892,12,31,52,1893.00273972603,1830,11,129,,,,
1893,12,31,1893,1,7,1,1893.01917808219,2509,7,202,,,,
1893,1,7,1893,1,14,2,1893.03835616438,2503,12,235,,,,
1893,1,14,1893,1,21,3,1893.05753424658,2101,17,196,,,,
1893,1,21,1893,1,28,4,1893.07671232877,1831,16,167,,,,
1893,1,28,1893,2,4,5,1893.09589041096,1673,15,130,,,,
1893,2,4,1893,2,11,6,1893.11506849315,1579,19,101,,,,
1893,2,11,1893,2,18,7,1893.13424657534,1556,27,118,,,,
1893,2,18,1893,2,25,8,1893.15342465753,1629,35,135,,,,
1893,2,25,1893,3,4,9,1893.17260273973,1718,41,121,,,,
1893,3,4,1893,3,11,10,1893.19178082192,1576,37,120,,,,
1893,3,11,1893,3,18,11,1893.21095890411,1578,47,115,,,,
1893,3,18,1893,3,25,12,1893.2301369863,1708,37,149,,,,
1893,3,25,1893,4,1,13,1893.24931506849,1732,46,142,,,,
1893,4,1,1893,4,8,14,1893.26849315068,1683,39,159,,,,
1893,4,8,1893,4,15,15,1893.28767123288,1681,47,200,,,,
1893,4,15,1893,4,22,16,1893.30684931507,1730,38,175,,,,
1893,4,22,1893,4,29,17,1893.32602739726,1570,40,167,,,,
1893,4,29,1893,5,6,18,1893.34520547945,1576,28,166,,,,
1893,5,6,1893,5,13,19,1893.36438356164,1460,26,150,,,,
1893,5,13,1893,5,20,20,1893.38356164384,1503,31,159,,,,
1893,5,20,1893,5,27,21,1893.40273972603,1459,25,147,,,,
1893,5,27,1893,6,3,22,1893.42191780822,1453,21,146,,,,
1893,6,3,1893,6,10,23,1893.44109589041,1491,20,97,,,,
1893,6,10,1893,6,17,24,1893.4602739726,1579,6,102,,,,
1893,6,17,1893,6,24,25,1893.47945205479,1866,12,122,,,,
1893,6,24,1893,7,1,26,1893.49863013699,1831,11,131,,,,
1893,7,1,1893,7,8,27,1893.51780821918,1847,11,121,,,,
1893,7,8,1893,7,15,28,1893.53698630137,1887,15,92,,,,
1893,7,15,1893,7,22,29,1893.55616438356,1855,7,95,,,,
1893,7,22,1893,7,29,30,1893.57534246575,1730,3,78,,,,
1893,7,29,1893,8,5,31,1893.59452054795,1715,5,98,,,,
1893,8,5,1893,8,12,32,1893.61369863014,1618,8,91,,,,
1893,8,12,1893,8,19,33,1893.63287671233,1855,5,110,,,,
1893,8,19,1893,8,26,34,1893.65205479452,1718,6,69,,,,
1893,8,26,1893,9,2,35,1893.67123287671,1566,7,52,,,,
1893,9,2,1893,9,9,36,1893.6904109589,1560,5,64,,,,
1893,9,9,1893,9,16,37,1893.7095890411,1441,3,59,,,,
1893,9,16,1893,9,23,38,1893.72876712329,1561,3,92,,,,
1893,9,23,1893,9,30,39,1893.74794520548,1656,6,96,,,,
1893,9,30,1893,10,7,40,1893.76712328767,1481,6,108,,,,
1893,10,7,1893,10,14,41,1893.78630136986,1477,4,103,,,,
1893,10,14,1893,10,21,42,1893.80547945205,1554,9,104,,,,
1893,10,21,1893,10,28,43,1893.82465753425,1487,7,104,,,,
1893,10,28,1893,11,4,44,1893.84383561644,1695,8,125,,,,
1893,11,4,1893,11,11,45,1893.86301369863,1769,20,137,,,,
1893,11,11,1893,11,18,46,1893.88219178082,2016,22,228,,,,
1893,11,18,1893,11,25,47,1893.90136986301,2190,36,215,,,,
1893,11,25,1893,12,2,48,1893.92054794521,2235,74,248,,,,
1893,12,2,1893,12,9,49,1893.9397260274,2556,127,266,,,,
1893,12,9,1893,12,16,50,1893.95890410959,2401,164,232,,,,
1893,12,16,1893,12,23,51,1893.97808219178,2170,147,203,,,,
1893,12,23,1893,12,30,52,1893.99726027397,1920,108,157,,,,
1893,12,30,1894,1,6,1,1894.01643835616,2040,87,169,,,,
1894,1,6,1894,1,13,2,1894.03561643836,2462,75,211,,,,
1894,1,13,1894,1,20,3,1894.05479452055,1975,69,172,,,,
1894,1,20,1894,1,27,4,1894.07397260274,1655,41,152,,,,
1894,1,27,1894,2,3,5,1894.09315068493,1621,31,129,,,,
1894,2,3,1894,2,10,6,1894.11232876712,1534,19,123,,,,
1894,2,10,1894,2,17,7,1894.13150684931,1552,22,118,,,,
1894,2,17,1894,2,24,8,1894.15068493151,1664,24,123,,,,
1894,2,24,1894,3,3,9,1894.1698630137,1748,20,162,,,,
1894,3,3,1894,3,10,10,1894.18904109589,1700,14,154,,,,
1894,3,10,1894,3,17,11,1894.20821917808,1610,18,142,,,,
1894,3,17,1894,3,24,12,1894.22739726027,1691,17,154,,,,
1894,3,24,1894,3,31,13,1894.24657534247,1737,16,138,,,,
1894,3,31,1894,4,7,14,1894.26575342466,1587,18,134,,,,
1894,4,7,1894,4,14,15,1894.28493150685,1609,9,136,,,,
1894,4,14,1894,4,21,16,1894.30410958904,1511,13,143,,,,
1894,4,21,1894,4,28,17,1894.32328767123,1546,8,114,,,,
1894,4,28,1894,5,5,18,1894.34246575342,1434,8,92,,,,
1894,5,5,1894,5,12,19,1894.36164383562,1532,8,124,,,,
1894,5,12,1894,5,19,20,1894.38082191781,1463,8,91,,,,
1894,5,19,1894,5,26,21,1894.4,1440,9,117,,,,
1894,5,26,1894,6,2,22,1894.41917808219,1366,5,104,,,,
1894,6,2,1894,6,9,23,1894.43835616438,1398,4,110,,,,
1894,6,9,1894,6,16,24,1894.45753424658,1336,9,78,,,,
1894,6,16,1894,6,23,25,1894.47671232877,1330,6,91,,,,
1894,6,23,1894,6,30,26,1894.49589041096,1282,5,65,,,,
1894,6,30,1894,7,7,27,1894.51506849315,1314,4,74,,,,
1894,7,7,1894,7,14,28,1894.53424657534,1356,4,61,,,,
1894,7,14,1894,7,21,29,1894.55342465753,1405,2,51,,,,
1894,7,21,1894,7,28,30,1894.57260273973,1437,3,59,,,,
1894,7,28,1894,8,4,31,1894.59178082192,1464,4,50,,,,
1894,8,4,1894,8,11,32,1894.61095890411,1450,8,47,,,,
1894,8,11,1894,8,18,33,1894.6301369863,1428,7,51,,,,
1894,8,18,1894,8,25,34,1894.64931506849,1284,6,58,,,,
1894,8,25,1894,9,1,35,1894.66849315068,1198,3,45,,,,
1894,9,1,1894,9,8,36,1894.68767123288,1175,4,47,,,,
1894,9,8,1894,9,15,37,1894.70684931507,1241,4,52,,,,
1894,9,15,1894,9,22,38,1894.72602739726,1211,2,57,,,,
1894,9,22,1894,9,29,39,1894.74520547945,1277,2,75,,,,
1894,9,29,1894,10,6,40,1894.76438356164,1287,6,67,,,,
1894,10,6,1894,10,13,41,1894.78356164384,1291,3,89,,,,
1894,10,13,1894,10,20,42,1894.80273972603,1326,6,99,,,,
1894,10,20,1894,10,27,43,1894.82191780822,1481,13,109,,,,
1894,10,27,1894,11,3,44,1894.84109589041,1372,7,127,,,,
1894,11,3,1894,11,10,45,1894.8602739726,1249,7,89,,,,
1894,11,10,1894,11,17,46,1894.87945205479,1275,14,97,,,,
1894,11,17,1894,11,24,47,1894.89863013699,1326,9,85,,,,
1894,11,24,1894,12,1,48,1894.91780821918,1347,11,74,,,,
1894,12,1,1894,12,8,49,1894.93698630137,1614,14,97,,,,
1894,12,8,1894,12,15,50,1894.95616438356,1550,17,110,,,,
1894,12,15,1894,12,22,51,1894.97534246575,1448,17,95,,,,
1894,12,22,1894,12,29,52,1894.99452054795,1434,10,113,,,,
1894,12,29,1895,1,5,1,1895.01369863014,1462,15,98,,,,
1895,1,5,1895,1,12,2,1895.03287671233,1622,18,120,,,,
1895,1,12,1895,1,19,3,1895.05205479452,1689,15,111,,,,
1895,1,19,1895,1,26,4,1895.07123287671,1481,11,93,,,,
1895,1,26,1895,2,2,5,1895.0904109589,1598,16,100,,,,
1895,2,2,1895,2,9,6,1895.1095890411,1768,13,120,,,,
1895,2,9,1895,2,16,7,1895.12876712329,2467,24,192,,,,
1895,2,16,1895,2,23,8,1895.14794520548,2863,111,256,,,,
1895,2,23,1895,3,2,9,1895.16712328767,3246,296,355,,,,
1895,3,2,1895,3,9,10,1895.18630136986,3471,473,336,,,,
1895,3,9,1895,3,16,11,1895.20547945205,2817,349,247,,,,
1895,3,16,1895,3,23,12,1895.22465753425,2190,225,243,,,,
1895,3,23,1895,3,30,13,1895.24383561644,1781,116,161,,,,
1895,3,30,1895,4,6,14,1895.26301369863,1597,63,133,,,,
1895,4,6,1895,4,13,15,1895.28219178082,1622,46,153,,,,
1895,4,13,1895,4,20,16,1895.30136986301,1585,32,148,,,,
1895,4,20,1895,4,27,17,1895.32054794521,1508,27,125,,,,
1895,4,27,1895,5,4,18,1895.3397260274,1395,34,114,,,,
1895,5,4,1895,5,11,19,1895.35890410959,1398,22,104,,,,
1895,5,11,1895,5,18,20,1895.37808219178,1389,23,101,,,,
1895,5,18,1895,5,25,21,1895.39726027397,1371,10,111,,,,
1895,5,25,1895,6,1,22,1895.41643835616,1308,15,74,,,,
1895,6,1,1895,6,8,23,1895.43561643836,1247,5,72,,,,
1895,6,8,1895,6,15,24,1895.45479452055,1213,5,65,,,,
1895,6,15,1895,6,22,25,1895.47397260274,1276,4,82,,,,
1895,6,22,1895,6,29,26,1895.49315068493,1429,12,57,,,,
1895,6,29,1895,7,6,27,1895.51232876712,1519,5,72,,,,
1895,7,6,1895,7,13,28,1895.53150684932,1768,7,95,,,,
1895,7,13,1895,7,20,29,1895.55068493151,1996,4,86,,,,
1895,7,20,1895,7,27,30,1895.5698630137,1940,2,96,,,,
1895,7,27,1895,8,3,31,1895.58904109589,1806,4,78,,,,
1895,8,3,1895,8,10,32,1895.60821917808,1601,4,66,,,,
1895,8,10,1895,8,17,33,1895.62739726027,1459,4,51,,,,
1895,8,17,1895,8,24,34,1895.64657534247,1430,2,90,,,,
1895,8,24,1895,8,31,35,1895.66575342466,1336,3,46,,,,
1895,8,31,1895,9,7,36,1895.68493150685,1358,8,49,,,,
1895,9,7,1895,9,14,37,1895.70410958904,1298,5,50,,,,
1895,9,14,1895,9,21,38,1895.72328767123,1346,1,52,,,,
1895,9,21,1895,9,28,39,1895.74246575342,1532,2,74,,,,
1895,9,28,1895,10,5,40,1895.76164383562,1343,7,67,,,,
1895,10,5,1895,10,12,41,1895.78082191781,1435,3,65,,,,
1895,10,12,1895,10,19,42,1895.8,1518,8,61,,,,
1895,10,19,1895,10,26,43,1895.81917808219,1470,4,75,,,,
1895,10,26,1895,11,2,44,1895.83835616438,1789,7,118,,,,
1895,11,2,1895,11,9,45,1895.85753424658,1790,10,145,,,,
1895,11,9,1895,11,16,46,1895.87671232877,1510,11,146,,,,
1895,11,16,1895,11,23,47,1895.89589041096,1488,15,122,,,,
1895,11,23,1895,11,30,48,1895.91506849315,1455,11,100,,,,
1895,11,30,1895,12,7,49,1895.93424657534,1459,11,101,,,,
1895,12,7,1895,12,14,50,1895.95342465753,1477,15,82,,,,
1895,12,14,1895,12,21,51,1895.97260273973,1521,15,100,,,,
1895,12,21,1895,12,28,52,1895.99178082192,1502,8,110,,,,
1895,12,28,1896,1,4,1,1896.01095890411,1707,5,110,,,,
1896,1,4,1896,1,11,2,1896.0301369863,1540,13,114,,,,
1896,1,11,1896,1,18,3,1896.04931506849,1624,10,123,,,,
1896,1,18,1896,1,25,4,1896.06849315068,1582,9,119,,,,
1896,1,25,1896,2,1,5,1896.08767123288,1516,18,122,,,,
1896,2,1,1896,2,8,6,1896.10684931507,1462,14,169,,,,
1896,2,8,1896,2,15,7,1896.12602739726,1727,18,125,,,,
1896,2,15,1896,2,22,8,1896.14520547945,1705,8,149,,,,
1896,2,22,1896,2,29,9,1896.16438356164,1729,17,162,,,,
1896,2,29,1896,3,7,10,1896.18356164384,1846,15,162,,,,
1896,3,7,1896,3,14,11,1896.20273972603,1752,18,144,,,,
1896,3,14,1896,3,21,12,1896.22191780822,1603,11,141,,,,
1896,3,21,1896,3,28,13,1896.24109589041,1526,12,104,,,,
1896,3,28,1896,4,4,14,1896.2602739726,1522,13,103,,,,
1896,4,4,1896,4,11,15,1896.27945205479,1727,16,128,,,,
1896,4,11,1896,4,18,16,1896.29863013699,1654,9,134,,,,
1896,4,18,1896,4,25,17,1896.31780821918,1641,14,119,,,,
1896,4,25,1896,5,2,18,1896.33698630137,1570,12,107,,,,
1896,5,2,1896,5,9,19,1896.35616438356,1523,13,112,,,,
1896,5,9,1896,5,16,20,1896.37534246575,1516,11,101,,,,
1896,5,16,1896,5,23,21,1896.39452054795,1509,7,103,,,,
1896,5,23,1896,5,30,22,1896.41369863014,1430,6,109,,,,
1896,5,30,1896,6,6,23,1896.43287671233,1469,12,99,,,,
1896,6,6,1896,6,15,24,1896.45753424658,1397,8,74,,,,
1896,6,15,1896,6,22,25,1896.47671232877,1371,7,84,,,,
1896,6,22,1896,6,29,26,1896.49589041096,1370,1,69,,,,
1896,6,29,1896,7,4,27,1896.5095890411,1552,2,76,,,,
1896,7,4,1896,7,11,28,1896.52876712329,1770,7,71,,,,
1896,7,11,1896,7,18,29,1896.54794520548,1891,6,77,,,,
1896,7,18,1896,7,25,30,1896.56712328767,2146,1,62,,,,
1896,7,25,1896,8,1,31,1896.58630136986,2058,6,69,,,,
1896,8,1,1896,8,8,32,1896.60547945205,1790,2,61,,,,
1896,8,8,1896,8,15,33,1896.62465753425,1666,4,53,,,,
1896,8,15,1896,8,22,34,1896.64383561644,1426,2,69,,,,
1896,8,22,1896,8,29,35,1896.66301369863,1369,2,56,,,,
1896,8,29,1896,9,5,36,1896.68219178082,1308,2,52,,,,
1896,9,5,1896,9,12,37,1896.70136986301,1251,3,44,,,,
1896,9,12,1896,9,19,38,1896.72054794521,1238,3,62,,,,
1896,9,19,1896,9,26,39,1896.7397260274,1262,2,64,,,,
1896,9,26,1896,10,3,40,1896.75890410959,1276,4,72,,,,
1896,10,3,1896,10,10,41,1896.77808219178,1378,3,89,,,,
1896,10,10,1896,10,17,42,1896.79726027397,1333,4,92,,,,
1896,10,17,1896,10,24,43,1896.81643835616,1450,7,132,,,,
1896,10,24,1896,10,31,44,1896.83561643836,1709,13,140,,,,
1896,10,31,1896,11,7,45,1896.85479452055,1713,15,143,,,,
1896,11,7,1896,11,14,46,1896.87397260274,1675,10,170,,,,
1896,11,14,1896,11,21,47,1896.89315068493,1688,14,158,,,,
1896,11,21,1896,11,28,48,1896.91232876712,1596,17,133,,,,
1896,11,28,1896,12,5,49,1896.93150684932,1604,19,125,,,,
1896,12,5,1896,12,12,50,1896.95068493151,1539,19,100,,,,
1896,12,12,1896,12,19,51,1896.9698630137,1459,8,78,,,,
1896,12,19,1896,12,26,52,1896.98904109589,1279,10,94,,,,
1896,12,26,1897,1,2,53,1897.00821917808,1768,14,111,,,,
1897,1,2,1897,1,9,1,1897.02465753425,1580,12,101,,,,
1897,1,9,1897,1,16,2,1897.04383561644,1538,14,95,,,,
1897,1,16,1897,1,23,3,1897.06301369863,1547,7,91,,,,
1897,1,23,1897,1,30,4,1897.08219178082,1702,7,97,,,,
1897,1,30,1897,2,6,5,1897.10136986301,1764,11,113,,,,
1897,2,6,1897,2,13,6,1897.12054794521,1588,14,126,,,,
1897,2,13,1897,2,20,7,1897.1397260274,1524,17,118,,,,
1897,2,20,1897,2,27,8,1897.15890410959,1627,13,132,,,,
1897,2,27,1897,3,6,9,1897.17808219178,1493,18,109,,,,
1897,3,6,1897,3,13,10,1897.19726027397,1571,19,129,,,,
1897,3,13,1897,3,20,11,1897.21643835616,1531,24,115,,,,
1897,3,20,1897,3,27,12,1897.23561643836,1534,33,106,,,,
1897,3,27,1897,4,3,13,1897.25479452055,1505,28,104,,,,
1897,4,3,1897,4,10,14,1897.27397260274,1501,34,91,,,,
1897,4,10,1897,4,17,15,1897.29315068493,1418,22,104,,,,
1897,4,17,1897,4,24,16,1897.31232876712,1500,37,101,,,,
1897,4,24,1897,5,1,17,1897.33150684932,1442,30,89,,,,
1897,5,1,1897,5,8,18,1897.35068493151,1323,29,79,,,,
1897,5,8,1897,5,15,19,1897.3698630137,1334,19,74,,,,
1897,5,15,1897,5,22,20,1897.38904109589,1321,18,89,,,,
1897,5,22,1897,5,29,21,1897.40821917808,1275,19,91,,,,
1897,5,29,1897,6,5,22,1897.42739726027,1320,14,104,,,,
1897,6,5,1897,6,12,23,1897.44657534247,1177,9,79,,,,
1897,6,12,1897,6,19,24,1897.46575342466,1248,12,64,,,,
1897,6,19,1897,6,26,25,1897.48493150685,1246,9,54,,,,
1897,6,26,1897,7,3,26,1897.50410958904,1156,4,66,,,,
1897,7,3,1897,7,10,27,1897.52328767123,1293,5,54,,,,
1897,7,10,1897,7,17,28,1897.54246575342,1391,8,58,,,,
1897,7,17,1897,7,24,29,1897.56164383562,1708,4,74,,,,
1897,7,24,1897,7,31,30,1897.58082191781,2023,7,53,,,,
1897,7,31,1897,8,7,31,1897.6,2204,4,64,,,,
1897,8,7,1897,8,14,32,1897.61917808219,2246,3,48,,,,
1897,8,14,1897,8,21,33,1897.63835616438,2074,2,47,,,,
1897,8,21,1897,8,28,34,1897.65753424658,1748,3,38,,,,
1897,8,28,1897,9,4,35,1897.67671232877,1452,4,42,,,,
1897,9,4,1897,9,11,36,1897.69589041096,1391,4,52,,,,
1897,9,11,1897,9,18,37,1897.71506849315,1378,4,45,,,,
1897,9,18,1897,9,25,38,1897.73424657534,1341,6,67,,,,
1897,9,25,1897,10,2,39,1897.75342465753,1313,2,71,,,,
1897,10,2,1897,10,9,40,1897.77260273973,1324,7,63,,,,
1897,10,9,1897,10,16,41,1897.79178082192,1381,5,105,,,,
1897,10,16,1897,10,23,42,1897.81095890411,1442,11,128,,,,
1897,10,23,1897,10,30,43,1897.8301369863,1514,6,117,,,,
1897,10,30,1897,11,6,44,1897.84931506849,1586,7,157,,,,
1897,11,6,1897,11,13,45,1897.86849315069,1660,8,167,,,,
1897,11,13,1897,11,20,46,1897.88767123288,1617,14,146,,,,
1897,11,20,1897,11,27,47,1897.90684931507,1794,9,150,,,,
1897,11,27,1897,12,4,48,1897.92602739726,1725,4,145,,,,
1897,12,4,1897,12,11,49,1897.94520547945,1866,10,174,,,,
1897,12,11,1897,12,18,50,1897.96438356164,1795,17,157,,,,
1897,12,18,1897,12,25,51,1897.98356164384,1555,15,119,,,,
1897,12,25,1898,1,1,52,1898.00273972603,2360,29,191,,,,
1898,1,1,1898,1,8,1,1898.02191780822,1990,43,149,,,,
1898,1,8,1898,1,15,2,1898.04109589041,1982,40,147,,,,
1898,1,15,1898,1,22,3,1898.0602739726,2021,73,158,,,,
1898,1,22,1898,1,29,4,1898.07945205479,1764,88,162,,,,
1898,1,29,1898,2,5,5,1898.09863013699,1861,102,155,,,,
1898,2,5,1898,2,12,6,1898.11780821918,1922,98,141,,,,
1898,2,12,1898,2,19,7,1898.13698630137,1856,87,137,,,,
1898,2,19,1898,2,26,8,1898.15616438356,1889,81,148,,,,
1898,2,26,1898,3,5,9,1898.17534246575,1805,51,129,,,,
1898,3,5,1898,3,12,10,1898.19452054795,1854,44,151,,,,
1898,3,12,1898,3,19,11,1898.21369863014,1869,64,148,,,,
1898,3,19,1898,3,26,12,1898.23287671233,1731,34,147,,,,
1898,3,26,1898,4,2,13,1898.25205479452,1883,52,142,,,,
1898,4,2,1898,4,9,14,1898.27123287671,1691,33,112,,,,
1898,4,9,1898,4,16,15,1898.2904109589,1648,32,121,,,,
1898,4,16,1898,4,23,16,1898.3095890411,1546,23,108,,,,
1898,4,23,1898,4,30,17,1898.32876712329,1485,19,118,,,,
1898,4,30,1898,5,7,18,1898.34794520548,1464,17,94,,,,
1898,5,7,1898,5,14,19,1898.36712328767,1356,15,95,,,,
1898,5,14,1898,5,21,20,1898.38630136986,1360,10,63,,,,
1898,5,21,1898,5,28,21,1898.40547945205,1385,16,98,,,,
1898,5,28,1898,6,4,22,1898.42465753425,1392,13,95,,,,
1898,6,4,1898,6,11,23,1898.44383561644,1411,10,93,,,,
1898,6,11,1898,6,18,24,1898.46301369863,1193,12,82,,,,
1898,6,18,1898,6,25,25,1898.48219178082,1257,9,75,,,,
1898,6,25,1898,7,2,26,1898.50136986301,1256,3,75,,,,
1898,7,2,1898,7,9,27,1898.52054794521,1232,5,69,,,,
1898,7,9,1898,7,16,28,1898.5397260274,1214,8,84,,,,
1898,7,16,1898,7,23,29,1898.55890410959,1330,8,73,,,,
1898,7,23,1898,7,30,30,1898.57808219178,1453,5,83,,,,
1898,7,30,1898,8,6,31,1898.59726027397,1586,8,78,,,,
1898,8,6,1898,8,13,32,1898.61643835616,1772,6,72,,,,
1898,8,13,1898,8,20,33,1898.63561643836,2019,3,89,,,,
1898,8,20,1898,8,27,34,1898.65479452055,1856,3,55,,,,
1898,8,27,1898,9,3,35,1898.67397260274,1898,2,54,,,,
1898,9,3,1898,9,10,36,1898.69315068493,2007,2,65,,,,
1898,9,10,1898,9,17,37,1898.71232876712,1832,4,66,,,,
1898,9,17,1898,9,24,38,1898.73150684932,1863,4,73,,,,
1898,9,24,1898,10,1,39,1898.75068493151,1700,5,93,,,,
1898,10,1,1898,10,8,40,1898.7698630137,1620,4,82,,,,
1898,10,8,1898,10,15,41,1898.78904109589,1600,9,100,,,,
1898,10,15,1898,10,22,42,1898.80821917808,1497,15,105,,,,
1898,10,22,1898,10,29,43,1898.82739726027,1412,10,97,,,,
1898,10,29,1898,11,5,44,1898.84657534247,1394,12,98,,,,
1898,11,5,1898,11,12,45,1898.86575342466,1406,14,106,,,,
1898,11,12,1898,11,19,46,1898.88493150685,1436,10,108,,,,
1898,11,19,1898,11,26,47,1898.90410958904,1439,11,98,,,,
1898,11,26,1898,12,3,48,1898.92328767123,1569,14,118,,,,
1898,12,3,1898,12,10,49,1898.94246575342,1447,12,111,,,,
1898,12,10,1898,12,17,50,1898.96164383562,1423,13,110,,,,
1898,12,17,1898,12,24,51,1898.98082191781,1470,12,118,,,,
1898,12,24,1898,12,31,52,1899,1593,15,95,,,,
1898,12,31,1899,1,7,1,1899.01917808219,1666,17,109,,,,
1899,1,7,1899,1,14,2,1899.03835616438,1568,8,123,,,,
1899,1,14,1899,1,21,3,1899.05753424658,1503,20,98,,,,
1899,1,21,1899,1,28,4,1899.07671232877,1382,21,97,,,,
1899,1,28,1899,2,4,5,1899.09589041096,1690,22,106,,,,
1899,2,4,1899,2,11,6,1899.11506849315,1991,50,152,,,,
1899,2,11,1899,2,18,7,1899.13424657534,1686,74,130,,,,
1899,2,18,1899,2,25,8,1899.15342465753,1875,113,160,,,,
1899,2,25,1899,3,4,9,1899.17260273973,1925,97,156,,,,
1899,3,4,1899,3,11,10,1899.19178082192,1954,100,184,,,,
1899,3,11,1899,3,18,11,1899.21095890411,2099,125,183,,,,
1899,3,18,1899,3,25,12,1899.2301369863,2025,108,228,,,,
1899,3,25,1899,4,1,13,1899.24931506849,1922,102,172,,,,
1899,4,1,1899,4,8,14,1899.26849315068,1816,84,182,,,,
1899,4,8,1899,4,15,15,1899.28767123288,1624,78,125,,,,
1899,4,15,1899,4,22,16,1899.30684931507,1499,39,105,,,,
1899,4,22,1899,4,29,17,1899.32602739726,1478,41,112,,,,
1899,4,29,1899,5,6,18,1899.34520547945,1397,25,112,,,,
1899,5,6,1899,5,13,19,1899.36438356164,1428,29,116,,,,
1899,5,13,1899,5,20,20,1899.38356164384,1419,26,134,,,,
1899,5,20,1899,5,27,21,1899.40273972603,1366,27,125,,,,
1899,5,27,1899,6,3,22,1899.42191780822,1483,24,103,,,,
1899,6,3,1899,6,10,23,1899.44109589041,1365,18,134,,,,
1899,6,10,1899,6,17,24,1899.4602739726,1316,13,109,,,,
1899,6,17,1899,6,24,25,1899.47945205479,1355,12,112,,,,
1899,6,24,1899,7,1,26,1899.49863013699,1297,12,84,,,,
1899,7,1,1899,7,8,27,1899.51780821918,1310,11,98,,,,
1899,7,8,1899,7,15,28,1899.53698630137,1387,7,88,,,,
1899,7,15,1899,7,22,29,1899.55616438356,1589,11,81,,,,
1899,7,22,1899,7,29,30,1899.57534246575,1884,11,87,,,,
1899,7,29,1899,8,5,31,1899.59452054795,2200,2,79,,,,
1899,8,5,1899,8,12,32,1899.61369863014,2068,3,78,,,,
