disease,nesting_disease,historical_disease_family,historical_disease,historical_disease_subclass,icd_7,icd_7_subclass,icd_9,icd_9_subclass,cleaned_category,infection_type,infectious_agent,body_system_primarily_affected,organ_primarily_affected,additional_info,missing_info,pattern_family,pattern,pattern_subclass,exact_family,exact,exact_subclass,link_family,link,link_subclass,notes,original_dataset_id,scan_id,digitization_id
hepatitis_unspecified,,,hepatitis (unspec.),,,,,,,,,,,,,,,,,,,,,,,,,
hermorrhagic-fevers,,,"hemorrhagic fevers - ebola, marburg and other viral causes",,,,,,,,,,,,,,,,,,,,,,,,,
herpes,,,HERPES-W-UNSPEC COMPL,,,,54.8,,,,,,,,,,,,,,,,,,,,,
herpes,,,Herpes Simplex,,,,771.21*,,,viral,skin,unspecified,,,,,herpes(?!.*zoster),,,^herpes.*infections$,,,https://en.wikipedia.org/wiki/Herpes_simplex,,,,,
herpes,,,Herpes Simplex,,,,771.21,,,viral,skin,unspecified,,,,,herpes(?!.*zoster),,,^herpes.*infections$,,,https://en.wikipedia.org/wiki/Herpes_simplex,,,,,
herpes,,,herpes,,,,,,,,,,,,,,,,,,,,,,,,,
herpes,,,herpes simplex,,,,,,,,,,,,,,,,,,,,,,,,,
herpes-neonatal,herpes,,"Herpes Simplex, Neonatal",,,,,,,viral,skin,unspecified,,,,,herpes(?!.*zoster),,,,,,,,,,,
herpes-neonatal,herpes,,neo-natal herpes,,,,,,,,,,,,,,,,,,,,,,,,,
herpes-neonatal,herpes,,"herpes, neonatal",,,,,,,,,,,,,,,,,,,,,,,,,
herpes-simplex-virus-meningitis,meningitis,,VIRAL MENINGITIS-H SIMP,,,,54.72,,,,,,,,,,,,,,,,,,,,,
histoplasmosis,,,Histoplasmosis,,,,,,,,histoplasma,respiratory,lungs,,,,,,,,,,,,,,,
histoplasmosis,,,histoplasmosis,,,,,,,,histoplasma,respiratory,lungs,,,,,,,,,,,,,,,
hiv-without-aids,HIV,,hiv-without-aids,,,,,,,,,,,,,,,,,,,,,,,,,
impetigo,,,Impetigo,,,,,,,bacterial,unspecified,skin,,,,,impetigo,,,,,,https://en.wikipedia.org/wiki/Impetigo,,impetigo has two distinct ICD-10 codes,,,
impetigo,,,Impetigo contagiosa,,,,,,,bacterial,unspecified,skin,,,,,,,,,,,https://en.wikipedia.org/wiki/Impetigo,,,,,
impetigo,,,Impetigo Contagiosa,,,,,,,bacterial,unspecified,skin,,,,,,,,,,,https://en.wikipedia.org/wiki/Impetigo,,,,,
impetigo-newborn,impetigo,,Pemphigus neonatorum (Impetigo of the newborn),,766,,,,,bacterial,unspecified,unspecified,,,,,pemphigus,,,pemphigus$,,,https://en.wikipedia.org/wiki/Staphylococcal_scalded_skin_syndrome,,,,,
impetigo-newborn,impetigo,,Pemphigus neonatorum (impetigo of the newborn),,766,,,,,bacterial,unspecified,unspecified,,,,,pemphigus,,,pemphigus$,,,https://en.wikipedia.org/wiki/Staphylococcal_scalded_skin_syndrome,,,,,
impetigo-newborn,impetigo,,pem. neon.,,,,,,,bacterial,unspecified,unspecified,,,,,,,,,,,https://en.wikipedia.org/wiki/Staphylococcal_scalded_skin_syndrome,,,,,
infantile-paralysis,poliomyelitis,,Infantile Paralysis,,,,,,,,,,,,,,,,,,,,,,,,,
infantile-paralysis,poliomyelitis,,Infantile paralysis,,,,,,,,,,,,,,,,,,,,,,,,,
influenza,,,"Influenza, epidemic",,,,,,,viral,unspecified,respiratory,,epidemic,,,^influ,,,,,,https://en.wikipedia.org/wiki/Influenza,,,,,
influenza,,,Influenza and Pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,
influenza,,,Influenza,,,,,,,,,,,,,,,,,,,,,,,,,
influenza,,,influenza,,,,,,,,,,,,,,,,,,,,,,,,,
influenza,,,Influenza (epidemic),,,,,,,viral,unspecified,respiratory,,epidemic,,,^influ,,,,,,https://en.wikipedia.org/wiki/Influenza,,,,,
influenza,,,Influenza - epidemic,,,,,,,viral,unspecified,respiratory,,epidemic,,,,,,,,,,,,,,
influenza-a,influenza,,INFLUENZA A,,,,487.1A,,,,,,,,,,,,,,,,,,,,,
influenza-a,influenza,,INFLUENZA A****,,,,487.1A,,,,,,,,,,,,,,,,,,,,,
influenza-a,influenza,,INFLUENZA A ****,,,,487.1A,,,,,,,,,,,,,,,,,,,,,
influenza-a,influenza,Respiratory Diseases and TB,INFLUENZA A,,,,,,,,,,,,,,,,,,,,,,,,,
influenza-a,influenza,VPD,INFLUENZA A,,,,,,,,,,,,,,,,,,,,,,,,,
influenza-a-non-novel-h1n1,influenza-a,,INFLUENZA A (NON-NOVEL H1N1),,,,487.1A,,,,,,,,,,,,,,,,,,,,,
influenza-a-non-ph1n1,influenza-a,,INFLUENZA A (NON-pH1N1)****,,,,487.1A,,,,,,,,,,,,,,,,,,,,,
influenza-a-seasonal,influenza,,"Influenza A, Seasonal",,,,,,,,,,,,,,,,,,,,,,,,,
influenza-b,influenza,,INFLUENZA B,,,,487.1B,,,,,,,,,,,,,,,,,,,,,
influenza-b,influenza,Respiratory Diseases and TB,INFLUENZA B,,,,,,,,,,,,,,,,,,,,,,,,,
influenza-b,influenza,VPD,INFLUENZA B,,,,,,,,,,,,,,,,,,,,,,,,,
influenza-b-seasonal,influenza,,"Influenza B, Seasonal",,,,,,,,,,,,,,,,,,,,,,,,,
influenza-novel,influenza,,"Influenza, Novel",,,,,,,,,,,,,,,,,,,,,,,,,
invasive-pneumococcal-disease,,,"Pneumococcal Disease, Invasive",,,,,,,bacterial,Pneumococcal,unspecified,,,,,,,,,,,,,,,,
invasive-pneumococcal-disease,,,Invasive Pneumococcal Disease,,,,481,,,bacterial,Pneumococcal,unspecified,,,,,strep,,,strep.*pneu,,,https://en.wikipedia.org/wiki/Streptococcus_pneumoniae,,,,,
jamestown-canyon-virus,,,Jamestown Canyon Virus,,,,,,,,,,,,,,,,,,,,,,,,,
japanese-encephalitis,encephalitis,,Japanese Encephalitis,,,,,,,unspecified,unspecified,CNS,,infectious,,,,,,,,,,,,,,
jaundice,,,Jaundice,,,,,,,,,digestive,liver,,where is this?,,jaundice,,,^u.*jaundice,,,https://en.wikipedia.org/wiki/Jaundice,,,,,
jaundice-catarrhal,jaundice,,Jaundice (catarrhal),,,,,,,,,digestive,liver,,where is this? is this infectious hepatitis? Hepatitis A?,,jaundice,,,^u.*jaundice,,,https://en.wikipedia.org/wiki/Jaundice,,,,,
jaundice-infectious,jaundice,,Jaundice (infectious),,,,,,,,,digestive,liver,,where is this?,,jaundice,,,^u.*jaundice,,,https://en.wikipedia.org/wiki/Jaundice,,,,,
jaundice-infectious,jaundice,,Infectious Jaundice,,,,,,,,,digestive,liver,,,,,,,,,,https://en.wikipedia.org/wiki/Jaundice,,,,,
jaundice-infectious,jaundice,,inf. jaun.,,,,,,,,,digestive,liver,,,,,,,,,,https://en.wikipedia.org/wiki/Jaundice,,,,,
kawasaki,,,Kawasaki Disease,,,,,,,,,,heart,,,,,,,,,,,,,,,
kawasaki,,,kawasaki disease,,,,,,,,,,heart,,,,,,,,,,,,,,,
lassa-fever,viral-hemorrhagic-fever,,Lassa Fever,,,,078.8,,,viral,Lassa-virus,unspecified,,,,,hemorrhagic,,,,,,https://en.wikipedia.org/wiki/Lassa_fever,,,,,
legionellosis,,,LEGIONELLA,,,,482.83,,,,,,,,,,,,,,,,,,,,,
legionellosis,,,LEGIONELLA,,,,482.8 3,,,,,,,,,,,,,,,,,,,,,
legionellosis,,Respiratory Diseases and TB,LEGIONELLA,,,,,,,,,,,,,,,,,,,,,,,,,
legionellosis,,EMD and Zoonotics,LEGIONELLA,,,,,,,,,,,,,,,,,,,,,,,,,
legionellosis,,EMD and Zoonotics,LEGIONELLOSIS,,,,,,,,,,,,,,,,,,,,,,,,,
legionellosis,,,Legionellosis,,,,,,,bacterial,Legionella,respiratory,lungs,,,,pneu,,,,,,https://en.wikipedia.org/wiki/Legionnaires%27_disease,,,,,
legionellosis,,,Legionellosis,,,,482.41,,,bacterial,Legionella,respiratory,lungs,,,,pneu,,,,,,https://en.wikipedia.org/wiki/Legionnaires%27_disease,,,,,
legionellosis,,,legionnaire's disease,,,,,,,,,,,,,,,,,,,,,,,,,
legionellosis,,,legionellosis,,,,,,,bacterial,Legionella,respiratory,lungs,,,,pneu,,,,,,https://en.wikipedia.org/wiki/Legionnaires%27_disease,,,,,
leishmaniasis,,,LEISHMANIASIS,,,,85.9,,,,,,,,,,,,,,,,,,,,,
leprosy,,,LEPROSY,,,,30.9,,,,,,,,,,,,,,,,,,,,,
leprosy,,,Leprosy,,,,,,,bacterial,Mycobacterium-leprae,skin,,,,,lepr,,,^lepr,,,https://en.wikipedia.org/wiki/Leprosy,,,,,
leprosy,,,Leprosy,,,,030,,,bacterial,Mycobacterium-leprae,skin,,,,,lepr,,,^lepr,,,https://en.wikipedia.org/wiki/Leprosy,,,,,
leprosy,,,leprosy,,,,,,,bacterial,Mycobacterium-leprae,skin,,,,,lepr,,,^lepr,,,https://en.wikipedia.org/wiki/Leprosy,,,,,
listeria-meningitis,meningitis-bacterial,,BAC.MENINGITIS-LISTERIA,,,,320.7,,,,,,,,,,,,,,,,,,,,,
listeriosis,,,LISTERIA MONOCYTOGENES,,,,27,,,,,,,,,,,,,,,,,,,,,
listeriosis,,Enterics,LISTERIOSIS,,,,,,,,,,,,,,,,,,,,,,,,,
listeriosis,,,Listeriosis (Includes Congenital),,,,,,,bacterial,Listeria-monocytogenes,GI,,includes-congenital,,,listerio,,,^listeriosis$,,,https://en.wikipedia.org/wiki/Listeriosis,,,,,
listeriosis,,,Listeriosis (all types),,,,"027.0, 771.22*",,,bacterial,Listeria-monocytogenes,GI,,all-types,"all types, not a sum",,listerio,,,^listeriosis$,,,https://en.wikipedia.org/wiki/Listeriosis,,,,,
listeriosis,,,Listeriosis (all types),,,,"027.0, 771.22",,,bacterial,Listeria-monocytogenes,GI,,all-types,"all types, not a sum",,listerio,,,^listeriosis$,,,https://en.wikipedia.org/wiki/Listeriosis,,,,,
listeriosis,,,listeriosis,,,,,,,bacterial,Listeria-monocytogenes,GI,,,,,,,,,,,https://en.wikipedia.org/wiki/Listeriosis,,,,,
louseborne-typhus,typhus,,"Typhus, Louseborne",,,,,,,,,,,,,,,,,,,,,,,,,
lyme-disease,,,LYME DISEASE,,,,88.81,,,,,,,,,,,,,,,,,,,,,
lyme-disease,,EMD and Zoonotics,LYME DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,
lyme-disease,,,Lyme Disease,,,,,,,bacterial,Borrelia burgdorferi,,,,,,,,,,,,,,,,,
lyme-disease,,,lyme disease,,,,,,,bacterial,Borrelia burgdorferi,,,,,,,,,,,,,,,,,
lymphogranuloma-venereum,chlamydia,,Lymphogranuloma venereum,,,,,,STI,bacterial,Chlamydia-trachomatis,urogenital,,,,,lymphog,,,lymphog,,,https://en.wikipedia.org/wiki/Lymphogranuloma_venereum,,,,,
lymphogranuloma-venereum,chlamydia,,Lymphogranuloma veneruem,,,,,,STI,bacterial,Chlamydia-trachomatis,urogenital,,,,,,,,,,,,,duplicate,,,
malaria,,,MALARIA,,,,84,,,,,,,,,,,,,,,,,,,,,
malaria,,EMD and Zoonotics,MALARIA,,,,,,,,,,,,,,,,,,,,,,,,,
malaria,,Respiratory Diseases and TB,MALARIA,,,,,,,,,,,,,,,,,,,,,,,,,
malaria,,EMD and Zoonotics*,MALARIA,,,,,,,,,,,,,,,,,,,,,,,,,
malaria,,,Malaria,,,,,,,parasite,Plasmodium,circulatory,,,,,malaria$,,,,,,,/,,,,
malaria,,,Malaria,,,,084,,,parasite,Plasmodium,circulatory,,,,,malaria$,,,,,,,/,,,,
malaria,,,malaria,,,,,,,parasite,Plasmodium,circulatory,,,,,malaria$,,,,,,,/,,,,
malaria-arising_in_canada,malaria,,Malaria (a) Arising in Canada,,,,,,,parasite,Plasmodium,circulatory,,arising-in-Canada,,,malaria$,,,,,,https://en.wikipedia.org/wiki/Malaria,,,,,
malaria-arising_outside_canada,malaria,,Malaria (b) Arising outside Canada,,,,,,,parasite,Plasmodium,circulatory,,arising-outside-Canada,,,malaria$,,,,,,https://en.wikipedia.org/wiki/Malaria,,,,,
measles,,,MEASLES,,,,55.9,,,,,,,,,,,,,,,,,,,,,
measles,,VPD,MEASLES,,,,,,,,,,,,,,,,,,,,,,,,,
measles,,,Measles,,,,,,,viral,morbillivirus,respiratory,,,,,^measles,,,^measles$,,,https://en.wikipedia.org/wiki/Measles,,,,,
measles,,Other virus diseases,Measles,,055,,,,,viral,morbillivirus,respiratory,,,,,^measles,,,^measles$,,https://en.wikipedia.org/wiki/Viral_disease,https://en.wikipedia.org/wiki/Measles,,,,,
measles,,,Measles,,055,,,,,viral,morbillivirus,respiratory,,,,,^measles,,,^measles$,,,https://en.wikipedia.org/wiki/Measles,,,,,
measles,,,Measles,,,,055,,,viral,morbillivirus,respiratory,,,,,^measles,,,^measles$,,,https://en.wikipedia.org/wiki/Measles,,,,,
measles,,,measles,,,,,,,viral,morbillivirus,respiratory,,,,,^measles,,,^measles$,,,https://en.wikipedia.org/wiki/Measles,,,,,
menigitis-viral,meningitis,,meningitis - viral,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis,,,"Meningitis, viral or aseptic",,"080.2, 082.1",,,,,viral,unspecified,CNS,,all-total,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis,,,"Meningitis, viral or aseptic²",,"080.2, 082.1",,,,,,,,,,,,,,,,,,,,,,,
meningitis,,,"Meningitis, viral or aseptic",,"080.2,082.1",,,,,viral,unspecified,CNS,,all-total,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis,,,Meningitis,,,,,,,unspecified,unspecified,CNS,,,,,meningitis,,,,,,https://en.wikipedia.org/wiki/Meningitis,,,,,
meningitis,,,Meningitis (non epidemic),,,,,,,unspecified,unspecified,CNS,,non-epidemic,,,meningitis,,,,,,,,,,,
meningitis-arthropath,meningitis,,MENINGOCOCCAL ARTHROPATH,,,,36.82,,,,,,,,,,,,,,,,,,,,,
meningitis-arthropath,meningitis,,MENINGOCOCCAL ARTHROP A THY,,,,036.8 2,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic-coxsackie,meningitis,Virus diseases of central nervous system,Aseptic meningitis due to enteroviruses (excludes polio),Coxsackie virus,,045.0,,,,viral,Coxsackie,CNS,,,,,meningitis,enterov,,viral meningitis,,,,https://en.wikipedia.org/wiki/Coxsackievirus,,,,
meningitis-aseptic-coxsackie,meningitis,Virus diseases of centeral nervous system,Aspetic meningitis due to enteroviruses ( excludes polio ),Coxsackie virus,,045.0,,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic-coxsackie,meningitis,,aseptic meningitis (viral) cox,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic-echo,meningitis,Virus diseases of centeral nervous system,Aspetic meningitis due to enteroviruses ( excludes polio ),ECHO virus,,045.1,,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic-echo,meningitis,Virus diseases of central nervous system,Aseptic meningitis due to enteroviruses (excludes polio),ECHO virus,,045.1,,,,viral,ECHO,CNS,,,,,meningitis,,,viral meningitis,,,,https://en.wikipedia.org/wiki/Echovirus,,,,
meningitis-aseptic-echo,meningitis,,aseptic meningitis (viral) echo,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic-polio,meningitis,,aseptic meningitis (viral) polio,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic-viral_unspecified,meningitis,Virus diseases of central nervous system,Aseptic meningitis due to enteroviruses (excludes polio),Not specified,,045.9,,,,viral,unspecified,CNS,,,,,meningitis,,,viral meningitis,,,,,,,,
meningitis-aseptic-viral_unspecified,meningitis,,aseptic meningitis (viral) U,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic_unspecified,meningitis,Virus diseases of centeral nervous system,Aspetic meningitis due to enteroviruses ( excludes polio ),,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic_unspecified,meningitis,Virus diseases of centeral nervous system,Aspetic meningitis due to enteroviruses ( excludes polio ),Not specified,,045.9,,,,,,,,,,,,,,,,,,,,,,
meningitis-aseptic_unspecified,meningitis,,Aseptic Meningitis,Not specified,,045.9,,,,viral,unspecified,CNS,,,,,meningitis,,,,,,https://en.wikipedia.org/wiki/Aseptic_meningitis,,,,,
meningitis-bacterial,meningitis,,meningitis - bacterial,,,,,,,bacterial,unspecified,CNS,,,,,,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-bacterial_other,meningitis-bacterial,,BAC. MENINGITIS - OTHER,,,,320.9,,,,,,,,,,,,,,,,,,,,,
meningitis-blood,meningitis,,MENINGOCOCCEMIA BLOOD,,,,36.2,,,,,,,,,,,,,,,,,,,,,
meningitis-cerebrospinal,meningitis,,MENINGOCOCCAL CSF,,,,36,,,,,,,,,,,,,,,,,,,,,
meningitis-cerebrospinal,meningitis,,MENINGOCOCCAL,,,,36,,,,,,,,,,,,,,,,,,,,,
meningitis-cerebrospinal,meningitis,,Cerebro-spinal Meningitis,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-cerebrospinal,meningitis,,Cerebro-Spinal Meningitis,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-cerebrospinal,meningitis,,csm,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-cerebrospinal,meningitis,,Cerebrospinal Meningitis (Meningococcus),,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-cerebrospinal,meningitis,,Cerebrospinal meningitis,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-cerebrospinal,meningitis,,Cer.-spin meningitis,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-coxsackie,meningitis,,Aseptic Meningitis,Coxsackie,,045.0,,,,viral,Coxsackie,CNS,,,,,meningitis,,,,,,https://en.wikipedia.org/wiki/Aseptic_meningitis,,,,,
meningitis-echo,meningitis,,Aseptic Meningitis,ECHO,,045.1,,,,viral,ECHO,CNS,,,,,meningitis,,,,,,https://en.wikipedia.org/wiki/Aseptic_meningitis,,,,,
meningitis-encephalitis-bacterial-haemophilus,meningitis,,Meningitis Encephalitis Bacterial,Haemophilus,,,,320.0,meningitis,bacterial,Haemophilus-influenzae-b,CNS,,,,,meningitis,h.*mophilus,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial-haemophilus,meningitis,,Meningitis/Encephalitis: A. Bacterial,Haemophilus,,,,320.0,meningitis,bacterial,Haemophilus-influenzae-b,CNS,,,,,meningitis,h.*mophilus,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial-haemophilus,meningitis,,Meningitis Encephalitis Bacterial Haemophilus,,,,320.0,,meningitis,bacterial,Haemophilus-influenzae-b,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial-pneumococcal,meningitis,,Meningitis Encephalitis Bacterial,Pneumococcal,,,,320.1,meningitis,bacterial,strep-pneumoniae,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial-pneumococcal,meningitis,,Meningitis/Encephalitis: A. Bacterial,Pneumococcal,,,,320.1,meningitis,bacterial,Streptococcus-pneumoniae,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial-pneumococcal,meningitis,,Meningitis Encephalitis Bacterial Pneumococcal,,,,320.1,,meningitis,bacterial,Streptococcus-pneumoniae,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial_ex-meningococcal_ex-tuberculosis,meningitis,,Meningitis/Encephalitis: A. Bacterial,Others,,,,,meningitis,bacterial,unspecified,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial_ex-meningococcal_ex-tuberculosis_ex-haemophilus_ex-pneumococcal,meningitis,,Meningitis Encephalitis Bacterial,Others,,,,,meningitis,bacterial,unspecified,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial_ex-meningococcal_ex-tuberculosis_ex-haemophilus_ex-pneumococcal,meningitis,,Meningitis Encephalitis Bacterial Others,,,,,,meningitis,bacterial,unspecified,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-bacterial_other,meningitis,,Meningitis Encephalitis Bacterial,Others,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-encephalitis-bacterial_other,meningitis,,Meningitis/Encephalitis: A. Bacterial,Others,,,,,,,,,,,,,,,,,,,,,,,,
meningitis-encephalitis-pneumococcal,meningitis,,Pneumococcal meningitis,,,,320.1,,meningitis,bacterial,Streptococcus-pneumoniae,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-encephalitis-viral_ex-measles_ex-mumps_ex-poliomyelitis_ex-rubella_ex-yellow-fever,meningitis,,Meningitis/Encephalitis viral,,,,,,meningitis,viral,unspecified,CNS,,,,,,,,,,,,,,,,
meningitis-encephalitis-viral_ex-measles_ex-poliomyelitis_ex-rubella_ex-yellow-fever,meningitis,,Meningitis/Encephalitis: B. Viral,,,,,,meningitis,viral,unspecified,CNS,,,,,,,,,,,,,,,,
meningitis-encephalitis_ex-measles_ex-poliomyelitis_ex-rubella_ex-viral-haemorrhagic-fever_ex-yellow-fever,meningitis,,Meningitis Encephalitis Viral,,,,,,meningitis,viral,unspecified,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-pneumococcal,meningitis,,Meningitis Pneumococcal,,,,,,,bacterial,Streptococcus-pneumoniae,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-pneumococcal,meningitis,,Meningitis (Pneumococcal),,,,,,,bacterial,Streptococcus-pneumoniae,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-septic,meningitis,,Septic Meningitis,,,,,,,unspecified,unspecified,CNS,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningitis-simple,meningitis,,Simple Meningitis,,,,,,,,,CNS,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningitis-simple,meningitis,,Simple meningitis,,,,,,,,,CNS,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningitis-streptococcal,meningitis,,Meningitis (Streptococcal),,,,,,,bacterial,Streptococcus,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis-viral-aseptic-coxsackie,meningitis,,"Meningitis, viral or aseptic",Due to Coxsackie virus,"080.2, 082.1",,,,,viral,Coxsackie,CNS,,,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral-aseptic-coxsackie,meningitis,,"Meningitis, viral or aseptic²",Due to Coxsackie virus,"080.2, 082.1",,,,,,,,,,,,,,,,,,,,,,,
meningitis-viral-aseptic-coxsackie,meningitis,,"Meningitis, viral or aseptic",Due to Coxsackie virus,"080.2,082.1",,,,,viral,Coxsackie,CNS,,,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral-aseptic-echo,meningitis,,"Meningitis, viral or aseptic",Due to ECHO virus,"080.2, 082.1",,,,,viral,ECHO,CNS,,,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral-aseptic-echo,meningitis,,"Meningitis, viral or aseptic²",Due to ECHO virus,"080.2, 082.1",,,,,,,,,,,,,,,,,,,,,,,
meningitis-viral-aseptic-echo,meningitis,,"Meningitis, viral or aseptic",Due to ECHO virus,"080.2,082.1",,,,,viral,ECHO,CNS,,,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral-aseptic-poliovirus,meningitis,,"Meningitis, viral or aseptic",Due to poliovirus,"080.2, 082.1",,,,,viral,poliovirus,CNS,,non-paralytic-poliomyelitis,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral-aseptic-poliovirus,meningitis,,"Meningitis, viral or aseptic²",Due to poliovirus,"080.2, 082.1",,,,,,,,,,,,,,,,,,,,,,,
meningitis-viral-aseptic-poliovirus,meningitis,,"Meningitis, viral or aseptic",Due to poliovirus,"080.2,082.1",,,,,viral,poliovirus,CNS,,non-paralytic-poliomyelitis,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral-aseptic_unspecified_ex-echo_ex-coxsackie_ex-polio,meningitis,,"Meningitis, viral or aseptic",Other and unspecified,"080.2, 082.1",,,,,viral,unspecified,CNS,,,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral-aseptic_unspecified_ex-echo_ex-coxsackie_ex-polio,meningitis,,"Meningitis, viral or aseptic²",Other and unspecified,"080.2, 082.1",,,,,,,,,,,,,,,,,,,,,,,
meningitis-viral-aseptic_unspecified_ex-echo_ex-coxsackie_ex-polio,meningitis,,"Meningitis, viral or aseptic",Other and unspecified,"080.2,082.1",,,,,viral,unspecified,CNS,,,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral-coxsackie,meningitis,,VIRAL MENINGITIS-COXSACK,,,,47,,,,,,,,,,,,,,,,,,,,,
meningitis-viral-echo,meningitis,,VIRAL MENINGITIS-ECHO,,,,47.1,,,,,,,,,,,,,,,,,,,,,
meningitis-viral-enterovirus,meningitis,,VIRAL MENINGITIS-ENTERO,,,,47.8,,,,,,,,,,,,,,,,,,,,,
meningitis-viral_ex-measles_ex-poliomyelitis_ex-rubella_ex-yellow-fever,meningitis,,Viral meningitis,,,,,,,viral,unspecified,unspecified,,,,,meningitis,,,viral meningitis,,,https://en.wikipedia.org/wiki/Viral_meningitis,,,,,
meningitis-viral_unspecified,meningitis,,VIRAL MENINGITIS-UNSPEC,,,,47.9,,,,,,,,,,,,,,,,,,,,,
meningitis_ex-pneumococcal_ex-haemophilus_ex-meningococcal_ex-tuberculosis,meningitis,,Other bacterial meningitis,,,,,,,bacterial,unspecified,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningitis_other,meningitis,,meningitis - other,,,,,,,,,,,,,,,,,,,,,,,,,
meningitis_unspecified,meningitis,,meningitis (unspec.),,,,,,,,,,,,,,,,,,,,,,,,,
meningococcal-arthropathy,meningococcal-infections,,MENINGOCOCCAL ARTHROPATHY,,,,36.82,,,,,,,,,,,,,,,,,,,,,
meningococcal-infections,,,N.MENINGITIDIS OTHER,,,,36.89,,,,,,,,,,,,,,,,,,,,,
meningococcal-infections,,VPD,MENINGOCOCCAL INVASIVE DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,
