# Daily mortality in Canada, 1951-1999
# These data were extracted by Junling Ma from the Canadian Mortality Database (CMD) at Statistics Canada in Ottawa in January 2005.  They were released from StatCan premises with the permission of Jean-Marie Berthelot.
# The data are aggregated across the entire country for each day
# Censored data (<3) are replaced by 1
# The data columns are: pop = population of Canada as a whole, acm = all-cause mortality, rcm = mortality from respiratory and circulatory causes and pim = mortality from pneumonia and influenza
# Junling Ma's original file Canada_daily is a space-delimited plain text file.  This spreadsheet was created by Laxmi Pandit in Nov 2007
year,month,day,numdate,pop,acm,rcm,pim
1979,5,19,1979.38082,24320950,492,246,6
1979,5,20,1979.38356,24321810,485,259,11
1979,5,21,1979.3863,24322671,436,210,13
1979,5,22,1979.38904,24323531,461,248,8
1979,5,23,1979.39178,24324392,455,247,10
1979,5,24,1979.39452,24325252,436,240,15
1979,5,25,1979.39726,24326113,430,219,9
1979,5,26,1979.4,24326973,412,203,7
1979,5,27,1979.40274,24327834,438,222,7
1979,5,28,1979.40548,24328694,411,232,5
1979,5,29,1979.40822,24329555,467,251,7
1979,5,30,1979.41096,24330415,423,221,9
1979,5,31,1979.4137,24331276,417,224,8
1979,6,1,1979.41644,24332136,479,264,7
1979,6,2,1979.41918,24332997,487,244,6
1979,6,3,1979.42192,24333857,509,265,13
1979,6,4,1979.42466,24334717,458,247,9
1979,6,5,1979.4274,24335578,406,209,3
1979,6,6,1979.43014,24336438,451,236,6
1979,6,7,1979.43288,24337299,420,223,11
1979,6,8,1979.43562,24338159,450,254,11
1979,6,9,1979.43836,24339020,506,247,9
1979,6,10,1979.4411,24339880,445,224,15
1979,6,11,1979.44384,24340741,419,236,11
1979,6,12,1979.44658,24341601,404,212,12
1979,6,13,1979.44932,24342462,395,229,5
1979,6,14,1979.45205,24343322,435,230,7
1979,6,15,1979.45479,24344183,461,228,10
1979,6,16,1979.45753,24345043,537,266,11
1979,6,17,1979.46027,24345904,446,234,14
1979,6,18,1979.46301,24346764,401,222,8
1979,6,19,1979.46575,24347625,422,211,6
1979,6,20,1979.46849,24348485,453,210,9
1979,6,21,1979.47123,24349346,415,225,9
1979,6,22,1979.47397,24350206,413,201,3
1979,6,23,1979.47671,24351066,419,215,8
1979,6,24,1979.47945,24351927,441,234,10
1979,6,25,1979.48219,24352787,423,229,8
1979,6,26,1979.48493,24353648,395,213,4
1979,6,27,1979.48767,24354508,442,225,8
1979,6,28,1979.49041,24355369,452,227,13
1979,6,29,1979.49315,24356229,456,244,14
1979,6,30,1979.49589,24357090,478,222,14
1979,7,1,1979.49863,24357950,451,229,10
1979,7,2,1979.50137,24358811,437,240,15
1979,7,3,1979.50411,24359671,420,216,5
1979,7,4,1979.50685,24360532,440,226,7
1979,7,5,1979.50959,24361392,429,235,8
1979,7,6,1979.51233,24362253,407,204,14
1979,7,7,1979.51507,24363113,454,213,6
1979,7,8,1979.51781,24363974,453,228,7
1979,7,9,1979.52055,24364834,433,221,11
1979,7,10,1979.52329,24365695,469,250,12
1979,7,11,1979.52603,24366555,436,235,8
1979,7,12,1979.52877,24367416,457,223,9
1979,7,13,1979.53151,24368276,471,230,13
1979,7,14,1979.53425,24369136,539,265,11
1979,7,15,1979.53699,24369997,489,261,11
1979,7,16,1979.53973,24370857,465,262,8
1979,7,17,1979.54247,24371718,434,226,10
1979,7,18,1979.54521,24372578,408,209,14
1979,7,19,1979.54795,24373439,435,238,10
1979,7,20,1979.55068,24374299,496,258,8
1979,7,21,1979.55342,24375160,478,233,13
1979,7,22,1979.55616,24376020,470,239,8
1979,7,23,1979.5589,24376881,479,260,13
1979,7,24,1979.56164,24377741,503,275,16
1979,7,25,1979.56438,24378602,459,253,6
1979,7,26,1979.56712,24379462,452,223,11
1979,7,27,1979.56986,24380323,432,233,9
1979,7,28,1979.5726,24381183,442,231,8
1979,7,29,1979.57534,24382044,448,221,6
1979,7,30,1979.57808,24382904,437,238,12
1979,7,31,1979.58082,24383765,490,250,18
1979,8,1,1979.58356,24384625,405,220,12
1979,8,2,1979.5863,24385485,433,216,15
1979,8,3,1979.58904,24386346,459,229,10
1979,8,4,1979.59178,24387206,434,226,11
1979,8,5,1979.59452,24388067,407,202,12
1979,8,6,1979.59726,24388927,442,248,10
1979,8,7,1979.6,24389788,417,213,11
1979,8,8,1979.60274,24390648,421,209,9
1979,8,9,1979.60548,24391509,430,223,6
1979,8,10,1979.60822,24392369,436,221,10
1979,8,11,1979.61096,24393230,475,234,6
1979,8,12,1979.6137,24394090,427,228,9
1979,8,13,1979.61644,24394951,398,217,4
1979,8,14,1979.61918,24395811,405,215,5
1979,8,15,1979.62192,24396672,451,234,7
1979,8,16,1979.62466,24397532,447,231,7
1979,8,17,1979.6274,24398393,418,199,9
1979,8,18,1979.63014,24399253,469,234,4
1979,8,19,1979.63288,24400114,468,223,9
1979,8,20,1979.63562,24400974,452,239,13
1979,8,21,1979.63836,24401834,425,232,10
1979,8,22,1979.6411,24402695,493,259,12
1979,8,23,1979.64384,24403555,444,244,9
1979,8,24,1979.64658,24404416,477,244,5
1979,8,25,1979.64932,24405276,467,217,13
1979,8,26,1979.65205,24406137,415,208,5
1979,8,27,1979.65479,24406997,404,203,10
1979,8,28,1979.65753,24407858,489,251,3
1979,8,29,1979.66027,24408718,453,223,9
1979,8,30,1979.66301,24409579,463,210,7
1979,8,31,1979.66575,24410439,446,229,9
1979,9,1,1979.66849,24411300,427,221,8
1979,9,2,1979.67123,24412160,467,236,11
1979,9,3,1979.67397,24413021,482,240,8
1979,9,4,1979.67671,24413881,484,266,10
1979,9,5,1979.67945,24414742,436,236,9
1979,9,6,1979.68219,24415602,404,198,9
1979,9,7,1979.68493,24416463,431,203,6
1979,9,8,1979.68767,24417323,436,216,6
1979,9,9,1979.69041,24418183,422,221,9
1979,9,10,1979.69315,24419044,443,218,10
1979,9,11,1979.69589,24419904,408,195,7
1979,9,12,1979.69863,24420765,407,206,10
1979,9,13,1979.70137,24421625,468,254,14
1979,9,14,1979.70411,24422486,496,242,15
1979,9,15,1979.70685,24423346,472,245,13
1979,9,16,1979.70959,24424207,467,229,9
1979,9,17,1979.71233,24425067,453,223,9
1979,9,18,1979.71507,24425928,463,226,8
1979,9,19,1979.71781,24426788,476,265,17
1979,9,20,1979.72055,24427649,464,217,7
1979,9,21,1979.72329,24428509,447,217,6
1979,9,22,1979.72603,24429370,480,239,15
1979,9,23,1979.72877,24430230,474,237,11
1979,9,24,1979.73151,24431091,489,251,8
1979,9,25,1979.73425,24431951,442,228,11
1979,9,26,1979.73699,24432812,459,236,15
1979,9,27,1979.73973,24433672,445,237,18
1979,9,28,1979.74247,24434532,469,279,13
1979,9,29,1979.74521,24435393,491,224,9
1979,9,30,1979.74795,24436253,434,223,10
1979,10,1,1979.75068,24437114,449,234,7
1979,10,2,1979.75342,24437974,441,226,6
1979,10,3,1979.75616,24438835,447,241,10
1979,10,4,1979.7589,24439695,458,227,7
1979,10,5,1979.76164,24440556,468,258,14
1979,10,6,1979.76438,24441416,497,256,7
1979,10,7,1979.76712,24442277,451,223,10
1979,10,8,1979.76986,24443137,454,232,10
1979,10,9,1979.7726,24443998,461,250,12
1979,10,10,1979.77534,24444858,441,249,12
1979,10,11,1979.77808,24445719,465,232,7
1979,10,12,1979.78082,24446579,436,207,6
1979,10,13,1979.78356,24447440,491,248,11
1979,10,14,1979.7863,24448300,477,259,13
1979,10,15,1979.78904,24449161,472,244,10
1979,10,16,1979.79178,24450021,431,223,7
1979,10,17,1979.79452,24450881,453,262,9
1979,10,18,1979.79726,24451742,476,259,14
1979,10,19,1979.8,24452602,513,280,24
1979,10,20,1979.80274,24453463,474,249,10
1979,10,21,1979.80548,24454323,457,219,8
1979,10,22,1979.80822,24455184,497,275,16
1979,10,23,1979.81096,24456044,476,257,17
1979,10,24,1979.8137,24456905,455,251,16
1979,10,25,1979.81644,24457765,426,220,10
1979,10,26,1979.81918,24458626,460,223,9
1979,10,27,1979.82192,24459486,491,240,12
1979,10,28,1979.82466,24460347,496,251,10
1979,10,29,1979.8274,24461207,436,245,11
1979,10,30,1979.83014,24462068,405,223,9
1979,10,31,1979.83288,24462928,466,238,15
1979,11,1,1979.83562,24463789,526,279,10
1979,11,2,1979.83836,24464649,449,250,8
1979,11,3,1979.8411,24465510,462,238,9
1979,11,4,1979.84384,24466370,457,248,11
1979,11,5,1979.84658,24467230,509,295,14
1979,11,6,1979.84932,24468091,471,242,11
1979,11,7,1979.85205,24468951,497,263,11
1979,11,8,1979.85479,24469812,444,216,14
1979,11,9,1979.85753,24470672,511,261,16
1979,11,10,1979.86027,24471533,495,248,12
1979,11,11,1979.86301,24472393,464,261,16
1979,11,12,1979.86575,24473254,475,274,13
1979,11,13,1979.86849,24474114,445,257,17
1979,11,14,1979.87123,24474975,447,258,11
1979,11,15,1979.87397,24475835,465,261,7
1979,11,16,1979.87671,24476696,494,273,16
1979,11,17,1979.87945,24477556,520,271,14
1979,11,18,1979.88219,24478417,459,240,10
1979,11,19,1979.88493,24479277,466,249,11
1979,11,20,1979.88767,24480138,465,264,18
1979,11,21,1979.89041,24480998,452,262,12
1979,11,22,1979.89315,24481859,484,252,14
1979,11,23,1979.89589,24482719,491,249,11
1979,11,24,1979.89863,24483579,478,237,10
1979,11,25,1979.90137,24484440,473,262,12
1979,11,26,1979.90411,24485300,453,243,10
1979,11,27,1979.90685,24486161,443,255,13
1979,11,28,1979.90959,24487021,489,254,3
1979,11,29,1979.91233,24487882,437,237,10
1979,11,30,1979.91507,24488742,487,269,15
1979,12,1,1979.91781,24489603,524,280,17
1979,12,2,1979.92055,24490463,482,257,16
1979,12,3,1979.92329,24491324,478,254,16
1979,12,4,1979.92603,24492184,450,250,11
1979,12,5,1979.92877,24493045,467,250,7
1979,12,6,1979.93151,24493905,515,274,10
1979,12,7,1979.93425,24494766,486,267,14
1979,12,8,1979.93699,24495626,492,267,11
1979,12,9,1979.93973,24496487,427,223,11
1979,12,10,1979.94247,24497347,505,257,18
1979,12,11,1979.94521,24498208,483,268,13
1979,12,12,1979.94795,24499068,499,264,17
1979,12,13,1979.95068,24499928,457,249,13
1979,12,14,1979.95342,24500789,477,289,14
1979,12,15,1979.95616,24501649,454,235,9
1979,12,16,1979.9589,24502510,476,251,11
1979,12,17,1979.96164,24503370,520,301,13
1979,12,18,1979.96438,24504231,461,236,11
1979,12,19,1979.96712,24505091,496,274,16
1979,12,20,1979.96986,24505952,473,273,17
1979,12,21,1979.9726,24506812,518,295,9
1979,12,22,1979.97534,24507673,525,285,16
1979,12,23,1979.97808,24508533,477,261,16
1979,12,24,1979.98082,24509394,525,267,8
1979,12,25,1979.98356,24510254,483,282,14
1979,12,26,1979.9863,24511115,510,281,13
1979,12,27,1979.98904,24511975,488,250,16
1979,12,28,1979.99178,24512836,524,284,10
1979,12,29,1979.99452,24513696,483,253,8
1979,12,30,1979.99726,24514557,490,269,10
1979,12,31,1980,24515417,493,260,12
1980,1,1,1980.00274,24516278,546,257,11
1980,1,2,1980.00548,24517108,487,270,14
1980,1,3,1980.00822,24517939,472,254,14
1980,1,4,1980.01096,24518770,458,246,15
1980,1,5,1980.0137,24519601,507,296,10
1980,1,6,1980.01644,24520432,497,276,21
1980,1,7,1980.01918,24521263,475,273,20
1980,1,8,1980.02192,24522094,500,266,16
1980,1,9,1980.02466,24522925,485,278,17
1980,1,10,1980.0274,24523755,491,259,14
1980,1,11,1980.03014,24524586,555,295,16
1980,1,12,1980.03288,24525417,499,272,13
1980,1,13,1980.03562,24526248,463,262,12
1980,1,14,1980.03836,24527079,503,289,21
1980,1,15,1980.0411,24527910,476,273,18
1980,1,16,1980.04384,24528741,480,284,18
1980,1,17,1980.04658,24529572,455,261,17
1980,1,18,1980.04932,24530403,515,267,8
1980,1,19,1980.05205,24531233,486,269,11
1980,1,20,1980.05479,24532064,496,259,19
1980,1,21,1980.05753,24532895,485,279,11
1980,1,22,1980.06027,24533726,484,248,15
1980,1,23,1980.06301,24534557,500,298,21
1980,1,24,1980.06575,24535388,448,251,8
1980,1,25,1980.06849,24536219,473,277,17
1980,1,26,1980.07123,24537050,473,243,6
1980,1,27,1980.07397,24537881,468,249,17
1980,1,28,1980.07671,24538711,479,276,14
1980,1,29,1980.07945,24539542,431,240,11
1980,1,30,1980.08219,24540373,481,259,17
1980,1,31,1980.08493,24541204,442,257,14
1980,2,1,1980.08767,24542035,431,246,6
1980,2,2,1980.09041,24542866,513,257,17
1980,2,3,1980.09315,24543697,474,234,8
1980,2,4,1980.09589,24544528,440,233,16
1980,2,5,1980.09863,24545358,483,281,10
1980,2,6,1980.10137,24546189,494,287,9
1980,2,7,1980.10411,24547020,500,267,24
1980,2,8,1980.10685,24547851,490,262,11
1980,2,9,1980.10959,24548682,497,279,21
1980,2,10,1980.11233,24549513,464,250,13
1980,2,11,1980.11507,24550344,525,297,12
1980,2,12,1980.11781,24551175,527,293,21
1980,2,13,1980.12055,24552006,479,278,18
1980,2,14,1980.12329,24552836,493,260,12
1980,2,15,1980.12603,24553667,505,283,16
1980,2,16,1980.12877,24554498,502,268,13
1980,2,17,1980.13151,24555329,499,248,17
1980,2,18,1980.13425,24556160,526,301,25
1980,2,19,1980.13699,24556991,512,282,18
1980,2,20,1980.13973,24557822,501,280,19
1980,2,21,1980.14247,24558653,484,282,18
1980,2,22,1980.14521,24559484,502,296,17
1980,2,23,1980.14795,24560314,516,292,23
1980,2,24,1980.15068,24561145,502,289,22
1980,2,25,1980.15342,24561976,483,278,18
1980,2,26,1980.15616,24562807,486,297,28
1980,2,27,1980.1589,24563638,472,296,28
1980,2,28,1980.16164,24564469,517,277,19
1980,2,29,1980.16438,24565300,482,282,18
1980,3,1,1980.16712,24566131,519,292,34
1980,3,2,1980.16986,24566962,495,284,20
1980,3,3,1980.1726,24567792,526,317,23
1980,3,4,1980.17534,24568623,497,298,21
1980,3,5,1980.17808,24569454,535,297,19
1980,3,6,1980.18082,24570285,513,295,26
1980,3,7,1980.18356,24571116,512,303,17
1980,3,8,1980.1863,24571947,546,307,25
1980,3,9,1980.18904,24572778,520,298,17
1980,3,10,1980.19178,24573609,495,297,27
1980,3,11,1980.19452,24574439,508,288,23
1980,3,12,1980.19726,24575270,493,278,15
1980,3,13,1980.2,24576101,527,298,22
1980,3,14,1980.20274,24576932,517,319,29
1980,3,15,1980.20548,24577763,475,260,20
1980,3,16,1980.20822,24578594,495,293,28
1980,3,17,1980.21096,24579425,499,298,21
1980,3,18,1980.2137,24580256,495,278,19
1980,3,19,1980.21644,24581087,525,304,19
1980,3,20,1980.21918,24581917,504,290,31
1980,3,21,1980.22192,24582748,529,304,26
1980,3,22,1980.22466,24583579,482,273,20
1980,3,23,1980.2274,24584410,506,312,24
1980,3,24,1980.23014,24585241,510,272,19
1980,3,25,1980.23288,24586072,418,229,16
1980,3,26,1980.23562,24586903,454,260,16
1980,3,27,1980.23836,24587734,440,240,24
1980,3,28,1980.2411,24588565,514,299,29
1980,3,29,1980.24384,24589395,530,280,17
1980,3,30,1980.24658,24590226,455,245,14
1980,3,31,1980.24932,24591057,486,266,13
1980,4,1,1980.25205,24591888,449,242,12
1980,4,2,1980.25479,24592719,515,272,22
1980,4,3,1980.25753,24593550,538,304,22
1980,4,4,1980.26027,24594381,455,251,12
1980,4,5,1980.26301,24595212,472,253,17
1980,4,6,1980.26575,24596042,476,258,20
1980,4,7,1980.26849,24596873,476,269,19
1980,4,8,1980.27123,24597704,455,246,7
1980,4,9,1980.27397,24598535,449,249,20
1980,4,10,1980.27671,24599366,430,240,15
1980,4,11,1980.27945,24600197,477,261,21
1980,4,12,1980.28219,24601028,461,246,11
1980,4,13,1980.28493,24601859,435,236,13
1980,4,14,1980.28767,24602690,479,265,12
1980,4,15,1980.29041,24603520,433,233,16
1980,4,16,1980.29315,24604351,428,239,19
1980,4,17,1980.29589,24605182,444,263,11
1980,4,18,1980.29863,24606013,473,248,13
1980,4,19,1980.30137,24606844,476,265,9
1980,4,20,1980.30411,24607675,474,242,11
1980,4,21,1980.30685,24608506,440,240,12
1980,4,22,1980.30959,24609337,474,258,15
1980,4,23,1980.31233,24610168,423,236,11
1980,4,24,1980.31507,24610998,438,216,14
1980,4,25,1980.31781,24611829,470,261,13
1980,4,26,1980.32055,24612660,487,259,24
1980,4,27,1980.32329,24613491,461,238,11
1980,4,28,1980.32603,24614322,424,236,15
1980,4,29,1980.32877,24615153,453,261,18
1980,4,30,1980.33151,24615984,436,241,4
1980,5,1,1980.33425,24616815,477,247,8
1980,5,2,1980.33699,24617646,470,241,9
1980,5,3,1980.33973,24618476,444,237,10
1980,5,4,1980.34247,24619307,455,232,4
1980,5,5,1980.34521,24620138,490,281,16
1980,5,6,1980.34795,24620969,433,234,13
1980,5,7,1980.35068,24621800,461,263,9
1980,5,8,1980.35342,24622631,441,237,11
1980,5,9,1980.35616,24623462,452,224,10
1980,5,10,1980.3589,24624293,464,232,11
1980,5,11,1980.36164,24625123,445,232,9
1980,5,12,1980.36438,24625954,438,244,12
1980,5,13,1980.36712,24626785,428,238,7
1980,5,14,1980.36986,24627616,467,239,16
1980,5,15,1980.3726,24628447,456,243,8
1980,5,16,1980.37534,24629278,442,236,9
1980,5,17,1980.37808,24630109,481,242,14
1980,5,18,1980.38082,24630940,495,266,13
1980,5,19,1980.38356,24631771,445,247,13
1980,5,20,1980.3863,24632601,446,243,13
1980,5,21,1980.38904,24633432,431,219,10
1980,5,22,1980.39178,24634263,463,241,11
1980,5,23,1980.39452,24635094,469,234,13
1980,5,24,1980.39726,24635925,483,245,10
1980,5,25,1980.4,24636756,463,242,15
1980,5,26,1980.40274,24637587,472,263,8
1980,5,27,1980.40548,24638418,441,228,11
1980,5,28,1980.40822,24639249,477,223,10
1980,5,29,1980.41096,24640079,445,253,13
1980,5,30,1980.4137,24640910,490,266,11
1980,5,31,1980.41644,24641741,446,227,12
1980,6,1,1980.41918,24642572,461,233,9
1980,6,2,1980.42192,24643403,451,233,6
1980,6,3,1980.42466,24644234,433,221,6
1980,6,4,1980.4274,24645065,385,204,7
1980,6,5,1980.43014,24645896,411,213,8
1980,6,6,1980.43288,24646726,433,230,9
1980,6,7,1980.43562,24647557,449,222,8
1980,6,8,1980.43836,24648388,430,230,7
1980,6,9,1980.4411,24649219,451,246,14
1980,6,10,1980.44384,24650050,461,251,8
1980,6,11,1980.44658,24650881,454,225,13
1980,6,12,1980.44932,24651712,421,242,15
1980,6,13,1980.45205,24652543,471,246,14
1980,6,14,1980.45479,24653374,472,230,12
1980,6,15,1980.45753,24654204,466,226,5
1980,6,16,1980.46027,24655035,416,227,11
1980,6,17,1980.46301,24655866,470,257,11
1980,6,18,1980.46575,24656697,435,233,15
1980,6,19,1980.46849,24657528,457,240,10
1980,6,20,1980.47123,24658359,458,218,15
1980,6,21,1980.47397,24659190,465,223,6
1980,6,22,1980.47671,24660021,469,240,16
1980,6,23,1980.47945,24660852,473,261,15
1980,6,24,1980.48219,24661682,478,263,11
1980,6,25,1980.48493,24662513,458,250,9
1980,6,26,1980.48767,24663344,467,249,12
1980,6,27,1980.49041,24664175,466,258,4
1980,6,28,1980.49315,24665006,426,220,11
1980,6,29,1980.49589,24665837,477,248,9
1980,6,30,1980.49863,24666668,431,199,8
1980,7,1,1980.50137,24667499,447,249,14
1980,7,2,1980.50411,24668330,466,251,10
1980,7,3,1980.50685,24669160,444,219,12
1980,7,4,1980.50959,24669991,468,224,12
1980,7,5,1980.51233,24670822,458,241,7
1980,7,6,1980.51507,24671653,455,224,13
1980,7,7,1980.51781,24672484,437,217,11
1980,7,8,1980.52055,24673315,453,229,3
1980,7,9,1980.52329,24674146,429,236,10
1980,7,10,1980.52603,24674977,427,202,8
1980,7,11,1980.52877,24675807,470,240,10
1980,7,12,1980.53151,24676638,433,206,7
1980,7,13,1980.53425,24677469,433,217,8
1980,7,14,1980.53699,24678300,472,234,8
1980,7,15,1980.53973,24679131,444,211,8
1980,7,16,1980.54247,24679962,461,242,16
1980,7,17,1980.54521,24680793,432,229,15
1980,7,18,1980.54795,24681624,443,211,15
1980,7,19,1980.55068,24682455,461,220,11
1980,7,20,1980.55342,24683285,491,254,9
1980,7,21,1980.55616,24684116,449,234,15
1980,7,22,1980.5589,24684947,470,227,7
1980,7,23,1980.56164,24685778,412,217,12
1980,7,24,1980.56438,24686609,397,202,12
1980,7,25,1980.56712,24687440,442,223,12
1980,7,26,1980.56986,24688271,469,222,10
1980,7,27,1980.5726,24689102,472,242,15
1980,7,28,1980.57534,24689933,425,238,12
1980,7,29,1980.57808,24690763,414,203,8
1980,7,30,1980.58082,24691594,453,241,10
1980,7,31,1980.58356,24692425,435,219,6
1980,8,1,1980.5863,24693256,473,237,7
1980,8,2,1980.58904,24694087,469,216,11
1980,8,3,1980.59178,24694918,432,222,9
1980,8,4,1980.59452,24695749,434,232,8
1980,8,5,1980.59726,24696580,461,234,10
1980,8,6,1980.6,24697410,501,251,11
1980,8,7,1980.60274,24698241,428,226,6
1980,8,8,1980.60548,24699072,489,251,12
1980,8,9,1980.60822,24699903,467,230,13
1980,8,10,1980.61096,24700734,451,225,8
1980,8,11,1980.6137,24701565,436,233,6
1980,8,12,1980.61644,24702396,407,213,16
1980,8,13,1980.61918,24703227,425,216,13
1980,8,14,1980.62192,24704058,429,207,6
1980,8,15,1980.62466,24704888,453,209,8
1980,8,16,1980.6274,24705719,451,215,8
1980,8,17,1980.63014,24706550,453,234,9
1980,8,18,1980.63288,24707381,394,203,8
1980,8,19,1980.63562,24708212,440,227,1.5
1980,8,20,1980.63836,24709043,437,218,12
1980,8,21,1980.6411,24709874,467,241,12
1980,8,22,1980.64384,24710705,398,198,19
1980,8,23,1980.64658,24711536,475,234,14
1980,8,24,1980.64932,24712366,495,239,7
1980,8,25,1980.65205,24713197,451,231,13
1980,8,26,1980.65479,24714028,474,253,5
1980,8,27,1980.65753,24714859,428,221,17
1980,8,28,1980.66027,24715690,401,197,8
1980,8,29,1980.66301,24716521,450,210,13
1980,8,30,1980.66575,24717352,479,234,13
1980,8,31,1980.66849,24718183,467,229,7
1980,9,1,1980.67123,24719014,457,246,14
1980,9,2,1980.67397,24719844,443,217,15
1980,9,3,1980.67671,24720675,390,212,7
1980,9,4,1980.67945,24721506,441,226,10
1980,9,5,1980.68219,24722337,451,231,14
1980,9,6,1980.68493,24723168,438,201,7
1980,9,7,1980.68767,24723999,425,200,8
1980,9,8,1980.69041,24724830,423,212,13
1980,9,9,1980.69315,24725661,479,243,12
1980,9,10,1980.69589,24726491,410,199,6
1980,9,11,1980.69863,24727322,412,212,8
1980,9,12,1980.70137,24728153,436,228,6
1980,9,13,1980.70411,24728984,427,197,8
1980,9,14,1980.70685,24729815,447,228,13
1980,9,15,1980.70959,24730646,456,227,4
1980,9,16,1980.71233,24731477,437,235,13
1980,9,17,1980.71507,24732308,462,242,14
1980,9,18,1980.71781,24733139,448,228,10
1980,9,19,1980.72055,24733969,439,226,10
1980,9,20,1980.72329,24734800,486,259,9
1980,9,21,1980.72603,24735631,492,269,8
1980,9,22,1980.72877,24736462,489,258,11
1980,9,23,1980.73151,24737293,424,223,14
1980,9,24,1980.73425,24738124,446,230,7
1980,9,25,1980.73699,24738955,452,247,9
1980,9,26,1980.73973,24739786,458,222,9
1980,9,27,1980.74247,24740617,451,239,9
1980,9,28,1980.74521,24741447,440,238,12
1980,9,29,1980.74795,24742278,470,244,8
1980,9,30,1980.75068,24743109,440,235,18
1980,10,1,1980.75342,24743940,467,243,9
1980,10,2,1980.75616,24744771,473,252,14
1980,10,3,1980.7589,24745602,469,236,12
1980,10,4,1980.76164,24746433,464,231,14
1980,10,5,1980.76438,24747264,457,227,6
1980,10,6,1980.76712,24748094,446,241,12
1980,10,7,1980.76986,24748925,455,221,1.5
1980,10,8,1980.7726,24749756,482,256,10
1980,10,9,1980.77534,24750587,415,219,14
1980,10,10,1980.77808,24751418,456,224,14
1980,10,11,1980.78082,24752249,505,246,13
1980,10,12,1980.78356,24753080,518,260,14
1980,10,13,1980.7863,24753911,449,244,14
1980,10,14,1980.78904,24754742,499,259,16
1980,10,15,1980.79178,24755572,461,239,10
1980,10,16,1980.79452,24756403,441,246,11
1980,10,17,1980.79726,24757234,477,234,15
1980,10,18,1980.8,24758065,510,281,15
1980,10,19,1980.80274,24758896,472,277,18
1980,10,20,1980.80548,24759727,414,229,10
1980,10,21,1980.80822,24760558,425,238,10
1980,10,22,1980.81096,24761389,414,227,10
1980,10,23,1980.8137,24762220,488,257,12
1980,10,24,1980.81644,24763050,477,255,6
1980,10,25,1980.81918,24763881,517,283,16
1980,10,26,1980.82192,24764712,434,230,12
1980,10,27,1980.82466,24765543,469,247,14
1980,10,28,1980.8274,24766374,447,233,13
1980,10,29,1980.83014,24767205,446,249,8
1980,10,30,1980.83288,24768036,447,254,4
1980,10,31,1980.83562,24768867,485,252,15
1980,11,1,1980.83836,24769698,489,240,14
1980,11,2,1980.8411,24770528,464,255,10
1980,11,3,1980.84384,24771359,491,282,18
1980,11,4,1980.84658,24772190,431,238,12
1980,11,5,1980.84932,24773021,464,260,18
1980,11,6,1980.85205,24773852,463,247,10
1980,11,7,1980.85479,24774683,456,243,17
1980,11,8,1980.85753,24775514,503,270,10
1980,11,9,1980.86027,24776345,466,250,12
1980,11,10,1980.86301,24777175,450,239,9
1980,11,11,1980.86575,24778006,478,271,9
1980,11,12,1980.86849,24778837,452,226,17
1980,11,13,1980.87123,24779668,457,242,15
1980,11,14,1980.87397,24780499,445,225,10
1980,11,15,1980.87671,24781330,434,235,12
1980,11,16,1980.87945,24782161,449,229,12
1980,11,17,1980.88219,24782992,457,229,4
1980,11,18,1980.88493,24783823,463,254,12
1980,11,19,1980.88767,24784653,444,232,15
1980,11,20,1980.89041,24785484,464,254,8
1980,11,21,1980.89315,24786315,496,256,14
1980,11,22,1980.89589,24787146,477,250,16
1980,11,23,1980.89863,24787977,475,256,6
1980,11,24,1980.90137,24788808,487,280,17
1980,11,25,1980.90411,24789639,472,251,10
1980,11,26,1980.90685,24790470,520,289,16
1980,11,27,1980.90959,24791301,476,253,9
1980,11,28,1980.91233,24792131,531,273,17
1980,11,29,1980.91507,24792962,492,257,13
1980,11,30,1980.91781,24793793,466,270,16
1980,12,1,1980.92055,24794624,487,254,11
1980,12,2,1980.92329,24795455,453,262,13
1980,12,3,1980.92603,24796286,507,283,16
1980,12,4,1980.92877,24797117,483,260,8
1980,12,5,1980.93151,24797948,475,259,18
1980,12,6,1980.93425,24798778,546,302,20
1980,12,7,1980.93699,24799609,469,256,25
1980,12,8,1980.93973,24800440,457,265,14
1980,12,9,1980.94247,24801271,472,254,8
1980,12,10,1980.94521,24802102,471,261,11
1980,12,11,1980.94795,24802933,488,278,14
1980,12,12,1980.95068,24803764,508,275,18
1980,12,13,1980.95342,24804595,511,257,12
1980,12,14,1980.95616,24805426,522,312,18
1980,12,15,1980.9589,24806256,447,232,12
1980,12,16,1980.96164,24807087,483,259,16
1980,12,17,1980.96438,24807918,457,250,13
1980,12,18,1980.96712,24808749,475,280,16
1980,12,19,1980.96986,24809580,486,265,10
1980,12,20,1980.9726,24810411,503,264,10
1980,12,21,1980.97534,24811242,481,264,19
1980,12,22,1980.97808,24812073,515,286,14
1980,12,23,1980.98082,24812904,522,278,12
1980,12,24,1980.98356,24813734,553,316,16
1980,12,25,1980.9863,24814565,555,333,16
1980,12,26,1980.98904,24815396,501,291,17
1980,12,27,1980.99178,24816227,562,321,16
1980,12,28,1980.99452,24817058,557,328,14
1980,12,29,1980.99726,24817889,514,295,19
1980,12,30,1981,24818720,499,295,27
1980,12,31,1981.00274,24819551,508,307,19
1981,1,1,1981.00274,24820382,583,341,27
1981,1,2,1981.00548,24821195,533,314,22
1981,1,3,1981.00822,24822009,553,315,18
